match_id,hero_id,gold_t,lane,lane_role,radiant_team,dire_team,radiant_win
7547237916,88,"[577, 886, 1220, 1397, 1902, 2416, 2623, 3149, 3828, 4253, 4437, 4950, 5195, 5745, 5840, 6544, 6876, 7953, 8277, 8914, 9596, 10150, 10834, 11111, 11681, 12899, 13497, 14015, 14173, 14363, 15136, 16029, 16993, 17579, 18218, 19132, 19322, 19833, 20078, 20286, 20889, 20989, 21643, 23806]",2.0,2.0,"[120, 69, 100, 53, 109]","[43, 138, 91, 14, 88]",False
7612171311,89,"[0, 130, 331, 691, 984, 1261, 1609, 1974, 2389, 2863, 3531, 4156, 4734, 5458, 6141, 6921, 7871, 8813, 9820, 11128, 12106, 13043, 14089, 15155, 16488, 17350, 17748, 18688, 19427, 20372, 20549, 21993, 23350, 24971, 26457, 27463, 28550, 28902, 29931, 30197, 31429, 32778, 34659, 35604, 36188, 37560, 39666, 40357, 40892, 41292, 42427, 44065, 45556, 46580, 46949, 48452, 49564, 50351, 51274, 51555, 52797, 53665]",1.0,1.0,"[89, 45, 23, 9, 60]","[49, 13, 85, 73, 128]",False
7553654119,90,"[410, 738, 1073, 1460, 1828, 2350, 2942, 3416, 4021, 4318, 4949, 5523, 6341, 7435, 7873, 8286, 9052, 9750, 10886, 11319, 11821, 12272, 12790, 13593, 14622, 15966, 16494, 17221, 17592, 18360, 18752, 19647, 20379, 20974, 22020, 22503, 22911, 24434, 25447, 26544, 28536, 29520, 30802, 31892, 32981, 33426, 34567, 35580, 36398, 37626, 38556, 39569, 40726, 41526, 42902, 45110, 45735, 46895, 48620, 48981, 49687, 49793]",2.0,2.0,"[32, 83, 97, 45, 90]","[21, 51, 120, 23, 112]",False
7547237916,91,"[290, 442, 576, 1022, 1382, 1726, 1816, 2004, 2303, 2483, 2767, 3004, 3306, 3515, 3681, 4100, 4194, 4289, 4472, 5014, 5527, 5622, 5717, 6077, 6717, 7130, 7336, 7675, 7771, 8077, 8814, 9463, 10496, 10596, 10915, 11167, 11406, 11506, 11751, 12125, 12498, 12645, 12745, 12845]",3.0,1.0,"[120, 69, 100, 53, 109]","[43, 138, 91, 14, 88]",False
7606980009,92,"[0, 305, 593, 863, 1173, 1592, 1977, 2366, 2672, 3050, 3628, 4350, 5052, 5692, 6038, 6395, 7292, 7585, 8240, 9018, 9715, 10808, 11162, 11659, 12039, 12779, 13378, 13554, 13776, 14202, 14553, 15194, 16064, 16339, 17261, 18011, 18299, 18580, 19667, 20728, 21096, 23089, 23487, 23587, 24649, 24871, 25389, 26787, 27418, 27599, 28100, 28206, 28763]",1.0,3.0,"[67, 105, 20, 36, 53]","[100, 92, 43, 21, 19]",False
7557955707,93,"[65, 293, 614, 814, 1323, 1525, 1973, 2354, 2606, 2908, 3625, 3969, 4353, 5166, 5949, 6469, 7165, 7952, 8669, 9910, 10573, 11223, 11689, 12863, 13931, 14665, 15306, 16319, 17819, 18871, 19958, 20530, 21086, 21609, 21709, 22254, 23158, 23708, 24360, 24783, 25397, 26162, 26860, 27497, 27597, 27805, 28496, 28731, 29166, 29592, 30193, 30767, 30999, 31819, 32239, 32629, 33293]",3.0,1.0,"[120, 41, 102, 75, 107]","[17, 97, 27, 26, 93]",True
7536677705,94,"[174, 420, 627, 966, 1287, 1735, 2096, 2474, 3039, 3507, 4174, 4545, 5188, 5790, 6421, 7081, 7831, 8291, 8644, 9565, 10607, 11261, 12368, 12882, 14199, 15194, 16994, 17787, 19006, 19710, 20590, 21912, 22966, 23066, 23735, 24375, 25031, 26838, 27972, 28937, 29867, 31864, 32565, 33328, 34570, 36069, 37878, 39373, 40496, 41978, 43173, 44993, 45883, 46943, 47944, 49120, 50104, 51591, 52773, 53555, 54276, 55319, 57271, 58155, 59547, 60987, 62700, 64686, 64798, 65932, 67157, 68166, 68511, 69413, 71414, 72093, 73025, 74607, 76102, 77697, 79251, 80791, 82059, 83824, 85993, 87551, 88372, 89906, 91319, 92806, 94690, 96109, 98868, 99853, 100928, 102591, 104209]",3.0,1.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",False
7570812500,95,"[0, 209, 561, 975, 1173, 1578, 1811, 2659, 3034, 3332, 3894, 4211, 4844, 5431, 5942, 6485, 7265, 7649, 8580, 9179, 10210, 10970, 11445, 12381, 12956, 13678, 14333, 16444, 18210, 18764, 19416, 20154, 20862, 22465, 23641, 25122, 26116, 26652, 27320, 28010, 29795, 31515, 33072, 33585, 34451, 36033, 37042, 38053, 38384, 39279, 40570, 42642, 42874, 43614, 44608, 46019, 47136, 48526, 48961, 51492, 52307, 53608, 55282]",3.0,1.0,"[123, 17, 38, 10, 21]","[95, 57, 37, 98, 86]",True
7536677705,96,"[73, 285, 566, 1009, 1431, 1796, 2130, 2385, 2763, 3014, 3475, 3950, 4410, 5409, 5962, 6676, 7092, 7729, 8045, 8659, 9189, 9715, 9953, 10138, 10676, 10770, 10994, 11420, 12069, 12165, 13202, 13868, 14983, 15434, 16216, 16738, 16838, 17045, 17235, 17470, 17768, 17978, 18704, 19348, 19991, 20520, 21370, 22017, 22263, 22368, 23035, 23596, 24115, 24221, 24327, 24559, 24665, 24820, 25476, 25896, 26137, 26333, 26771, 27157, 27263, 27464, 27576, 29461, 30185, 30451, 30806, 31288, 32715, 34192, 35656, 36220, 37503, 38436, 39178, 40138, 40385, 40617, 41434, 43022, 43314, 43787, 44128, 44372, 45679, 46300, 46907, 47854, 49936, 50056, 50499, 51140, 51645]",3.0,3.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",True
7548252414,97,"[0, 216, 579, 938, 1354, 1928, 2276, 2569, 3113, 3619, 4346, 4686, 5284, 5962, 6471, 7163, 8063, 8295, 8912, 9323, 10288, 10832, 11445, 12011, 13251, 13529, 14376, 14636, 15777, 15873, 15969, 16362, 16462, 17204, 17691, 18205, 18416, 18816, 19592, 20255, 20355, 20794, 20894, 21608, 22190, 22463, 22884, 23320, 23738, 24694, 25310, 25879, 26190, 26408, 26766, 27441, 27616, 27722, 28685, 29118, 29223, 29329, 30393, 32164, 32550, 32656, 33360, 33782, 34185, 34451, 34716, 35533, 35807, 36128, 37244, 37807, 38690, 38974, 39257, 40028, 40311, 40604, 40896, 41179, 41517, 42631, 43077, 45141]",2.0,2.0,"[67, 2, 22, 20, 40]","[8, 97, 43, 27, 121]",False
7570812500,98,"[0, 258, 458, 820, 1093, 1420, 1802, 2013, 2229, 2546, 2935, 3202, 3292, 3630, 4341, 4604, 4858, 5510, 6615, 7175, 7704, 8421, 8825, 9239, 9529, 9808, 10078, 10602, 11203, 11656, 12131, 12273, 12488, 14180, 14997, 16307, 16733, 17794, 18815, 19210, 19778, 20909, 21230, 22396, 22804, 23841, 24247, 24940, 25246, 25797, 27419, 29323, 29555, 30675, 30995, 31491, 31597, 31851, 32263, 33724, 34077, 35227, 35975]",1.0,3.0,"[123, 17, 38, 10, 21]","[95, 57, 37, 98, 86]",True
7609292902,99,"[0, 258, 631, 917, 1264, 1516, 2122, 2449, 2868, 3644, 3797, 4172, 4724, 5420, 6209, 6810, 7524, 7812, 7922, 8426, 8884, 9172, 9695, 10345, 11019, 12046, 12823, 12922, 13567, 14229, 15244, 15728, 15828, 16583, 18183, 18373, 18473, 19016, 20123, 20243, 20417, 21016, 21256, 21391]",3.0,3.0,"[99, 19, 74, 42, 86]","[12, 120, 96, 105, 9]",False
7568433407,100,"[0, 169, 259, 435, 565, 703, 793, 883, 1060, 1430, 1520, 1610, 1700, 2002, 2143, 2328, 2602, 2697, 2883, 3041, 3136, 3566, 3749, 4453, 5313, 5902, 6543, 6847, 7169, 7265, 7603, 8100, 8951, 9051, 9560, 10091, 10313, 10614, 11277, 11486, 11866, 12463, 13297, 13798, 13898, 13998, 14319, 15244, 16151, 16369, 16674, 16826, 17168, 17274, 17707, 17813, 18171, 19380, 20277, 20518, 20624, 21177]",3.0,1.0,"[121, 123, 2, 71, 114]","[63, 29, 65, 100, 79]",True
7611209103,101,"[0, 526, 616, 745, 835, 1236, 1326, 1461, 1596, 1979, 2399, 2642, 2822, 3011, 3499, 3878, 4165, 4260, 4746, 5333, 5823, 5918, 6198, 6689, 7031, 7363, 8138, 8677, 9039, 9173, 9529, 9629, 9729, 10044, 10144, 10386, 10486, 10586, 11623, 11792, 12066, 12331, 12702, 12910, 13010, 13302, 13408, 13659, 13896, 14563, 14969, 15236, 15500, 15677, 15783, 16113, 16294]",1.0,3.0,"[44, 62, 28, 121, 85]","[109, 120, 101, 5, 129]",False
7557955707,102,"[0, 208, 519, 804, 1102, 1433, 1523, 1909, 2313, 2968, 3508, 4040, 4284, 4454, 5054, 5401, 6564, 7152, 7502, 7826, 8272, 8716, 9460, 10003, 10264, 10883, 11153, 11835, 12112, 12420, 13046, 14168, 14325, 15513, 16107, 18153, 18544, 19289, 20569, 22092, 23251, 23865, 24795, 25580, 25711, 26086, 26787, 26893, 27262, 27963, 28069, 28174, 28280, 29180, 29893, 31575, 31905]",3.0,3.0,"[120, 41, 102, 75, 107]","[17, 97, 27, 26, 93]",False
7614970519,103,"[0, 194, 284, 374, 504, 765, 900, 990, 1208, 1582, 1717, 1861, 1972, 2067, 2266, 2577, 3095, 3596, 3812, 4730, 5024, 5119, 5343, 5437, 5532, 5794, 6503, 6631, 6937, 8602, 8698, 8933, 9033, 9419, 9934, 10144, 10244, 10443, 10543, 11666, 11933, 12141, 12241, 12341, 12479, 12699, 13109]",2.0,2.0,"[41, 76, 28, 114, 110]","[95, 103, 13, 105, 96]",False
7625796211,104,"[0, 210, 389, 735, 987, 1279, 1992, 2466, 2748, 3240, 3523, 3965, 4440, 4909, 5476, 5807, 6205, 6500, 7261, 7356, 8176, 8499, 9280, 9690, 10766, 11437, 11793, 11950, 12342, 12780, 13156, 13436, 14510, 14871, 14971, 15071, 15438, 15741, 16594, 17002, 17102, 17319, 17562, 18009, 18172, 18272, 18824, 19292, 19561, 19724, 20175, 20407, 22367, 22473, 22779, 23222, 23463, 23709, 24481, 24791, 24992, 25217, 26337, 27494, 28041, 28789, 29722, 30276, 30973, 31346, 31939, 32345]",1.0,3.0,"[85, 44, 97, 9, 126]","[109, 35, 104, 86, 110]",True
7536677705,105,"[206, 336, 441, 531, 666, 756, 1174, 2005, 2193, 2705, 3606, 3732, 4070, 4450, 4838, 5289, 6066, 6211, 6417, 6733, 7489, 7584, 7812, 7997, 8284, 8878, 9045, 9717, 10057, 10153, 10721, 11131, 11618, 12079, 12379, 12479, 12856, 12956, 13146, 13566, 13864, 14475, 14575, 14785, 14908, 15332, 15438, 15571, 16431, 16536, 17001, 17276, 17693, 17799, 17905, 18137, 18318, 18471, 19601, 20021, 20382, 20921, 21097, 21483, 21621, 21727, 21839, 24760, 25490, 25756, 26111, 26631, 27654, 28314, 29556, 29814, 30439, 31106, 31564, 32543, 33179, 34121, 34607, 34890, 35737, 36210, 36329, 36449, 37829, 38401, 39102, 39691, 41169, 41289, 41787, 42373, 43086]",1.0,1.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",True
7536677705,106,"[307, 703, 951, 1246, 1646, 2059, 2592, 2917, 3091, 3447, 3582, 3965, 4636, 4839, 5525, 5922, 6509, 6961, 7717, 8123, 8959, 9499, 10715, 11442, 12295, 13341, 14100, 15021, 16245, 17018, 17641, 18663, 19029, 19870, 20445, 20845, 21137, 22572, 24008, 24655, 25638, 25971, 26699, 27720, 28507, 28750, 28973, 29351, 30092, 30314, 30961, 31534, 32896, 33373, 33836, 34183, 35321, 36129, 37289, 38727, 38833, 39613, 41213, 42196, 42518, 42624, 43262, 44289, 44401, 44829, 45314, 45795, 45943, 46235, 47199, 48312, 48785, 49358, 49518, 50109, 50852, 50987, 51984, 52410, 53646, 54798, 55446, 56297, 56894, 57014, 57134, 57766, 58827, 59178, 59415, 59825, 59988]",2.0,2.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",False
7557955707,107,"[0, 217, 359, 690, 780, 949, 1039, 1174, 1264, 1743, 2194, 2485, 2622, 3063, 3231, 3325, 3977, 4348, 4785, 4942, 5097, 5319, 5489, 5658, 5828, 6334, 6504, 6835, 7051, 7434, 8099, 8454, 8629, 9959, 10261, 12054, 12154, 12254, 12552, 13178, 13890, 14360, 14674, 15088, 15188, 15476, 15582, 15688, 15794, 16100, 16206, 17955, 19227, 19742, 19848, 21003, 21632]",2.0,2.0,"[120, 41, 102, 75, 107]","[17, 97, 27, 26, 93]",False
7556977117,108,"[1, 171, 370, 576, 976, 1264, 1700, 1838, 1980, 2107, 2332, 2871, 3158, 3576, 3935, 4330, 4890, 5781, 6105, 6485, 6678, 6942, 7204, 7709, 8015, 8203, 8298, 9171, 9348, 9663, 10365, 11358, 11940, 12494, 13065, 13362, 13766, 13965, 14466, 14733, 15423, 15523, 15623, 16069, 16269, 17135, 17706, 18987, 19733, 20496]",3.0,3.0,"[108, 21, 126, 26, 63]","[22, 20, 71, 70, 75]",False
7625796211,109,"[0, 138, 495, 912, 1201, 1483, 1928, 2499, 2885, 3488, 4117, 4553, 5170, 5806, 6316, 7004, 7464, 8120, 8891, 9618, 10694, 11034, 11438, 12600, 14013, 14768, 15832, 16813, 17832, 18550, 19682, 20508, 21450, 22109, 22770, 23736, 24184, 25196, 26016, 27125, 28068, 28535, 28754, 30440, 30930, 31333, 32543, 33217, 33973, 34461, 34812, 35044, 35185, 36094, 36386, 36811, 38032, 38716, 39922, 41285, 42221, 43384, 44524, 45330, 46312, 46879, 48036, 48692, 49419, 50208, 51038, 52828]",3.0,1.0,"[85, 44, 97, 9, 126]","[109, 35, 104, 86, 110]",True
7625796211,110,"[0, 89, 229, 367, 497, 587, 1041, 1224, 1367, 1482, 1738, 2198, 2727, 3084, 3277, 3781, 4144, 4486, 4856, 4951, 5311, 5704, 6153, 7010, 7469, 8073, 8540, 8750, 9120, 9372, 9820, 10100, 10601, 10995, 11288, 11388, 11623, 12159, 12951, 13328, 13428, 13676, 13776, 13984, 14468, 14823, 15331, 16363, 16580, 16723, 17567, 17799, 17905, 18011, 18117, 18223, 18464, 18895, 19250, 19455, 19759, 20069, 21113, 21669, 22358, 22917, 23560, 23825, 24287, 24958, 25299, 25780]",3.0,1.0,"[85, 44, 97, 9, 126]","[109, 35, 104, 86, 110]",True
7583012200,111,"[0, 229, 349, 439, 529, 619, 917, 1007, 1187, 1367, 1568, 1851, 2090, 2239, 2646, 2831, 3334, 3564, 3734, 3967, 4127, 4222, 4527, 4693, 4898, 5083, 5178, 5272, 5530, 5716, 5812, 5912, 6012, 6437, 6690, 6938, 7265, 7904, 8004, 8104, 8204, 8304, 8739, 9074, 9630, 9881, 10270, 10705, 11104, 11327, 11854, 12581, 13484, 13903, 14264, 14370, 15118]",3.0,1.0,"[89, 106, 137, 112, 105]","[111, 73, 50, 19, 46]",True
7553654119,112,"[387, 714, 804, 1005, 1180, 1305, 1444, 1582, 1845, 1956, 2400, 2572, 2817, 3291, 3482, 3850, 4374, 4484, 4890, 5487, 6227, 6390, 6996, 7252, 7530, 8895, 9363, 9825, 10419, 10724, 11801, 12441, 12943, 13043, 13906, 14190, 14290, 14390, 15163, 15724, 15824, 15924, 17529, 17953, 18366, 18466, 19682, 20040, 20799, 21316, 21774, 21880, 22340, 22505, 22610, 22716, 22822, 23029, 23439, 23796, 25338, 26554]",1.0,3.0,"[32, 83, 97, 45, 90]","[21, 51, 120, 23, 112]",True
7536677705,113,"[73, 237, 645, 817, 1189, 1548, 1960, 2368, 2672, 3075, 3953, 4442, 4900, 5522, 6135, 6948, 7696, 8310, 8911, 10263, 11091, 11588, 12789, 13848, 15032, 15828, 17063, 17850, 18711, 18807, 20328, 21733, 22623, 23909, 25376, 26596, 27256, 28039, 28920, 29549, 30862, 31923, 33318, 34477, 35698, 37388, 38951, 39892, 42717, 44355, 45947, 46752, 47856, 49221, 50306, 52085, 53050, 54675, 55846, 56811, 58606, 60615, 61229, 62654, 63502, 63716, 64113, 66099, 67430, 68852, 70154, 71607, 74029, 75135, 77577, 78042, 78735, 80031, 80742, 82018, 82531, 83595, 85008, 86511, 87253, 87876, 88492, 89065, 89852, 90538, 91156, 92621, 95051, 95796, 97174, 97844, 99147]",1.0,1.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",True
7568433407,114,"[62, 303, 502, 703, 912, 1283, 1578, 2057, 2457, 2835, 3689, 4158, 4573, 4810, 5385, 5840, 6416, 6910, 7570, 8383, 8996, 9469, 9699, 10034, 10646, 11588, 12775, 13251, 14319, 14842, 15549, 16271, 17454, 17554, 19054, 20073, 20847, 21082, 22888, 23664, 24498, 24734, 24834, 25521, 26361, 27182, 27784, 28515, 28738, 29719, 31011, 31973, 32538, 33033, 33683, 34888, 35798, 37120, 37226, 38541, 38988, 39094]",1.0,1.0,"[121, 123, 2, 71, 114]","[63, 29, 65, 100, 79]",False
7575788217,119,"[0, 170, 595, 700, 961, 1098, 1330, 1465, 1606, 1933, 2255, 2860, 2950, 3283, 3468, 3563, 4128, 4418, 4637, 5024, 5695, 5976, 6385, 6692, 7021, 7309, 8007, 8716, 9250, 9581, 9797, 9968, 10303, 10653, 10879, 10979, 11357, 11793, 12254, 12460, 12897, 13081, 13961, 14278, 14691, 15274, 15631, 15737, 16003, 16109, 16327, 17068, 17624, 17956, 18260]",3.0,3.0,"[97, 120, 58, 80, 119]","[100, 54, 25, 129, 5]",False
7611956203,120,"[0, 238, 588, 965, 1328, 1703, 2419, 2985, 3549, 3962, 4523, 5038, 5309, 5919, 6383, 6869, 7130, 7960, 8705, 8925, 9823, 10513, 11250, 11720, 12043, 12435, 12897, 12992, 13450, 13760, 14187, 15106, 15588, 16048, 16148, 16889, 17425, 17933, 18347, 18695, 19207, 19490, 19590, 20236, 21001, 21252, 22339, 23518, 23780, 24553, 25158, 25738, 26618, 26941, 27424, 28095, 28414, 30038, 30638, 30952, 31779, 31885, 33091, 33989, 34579, 35706, 36570, 37203, 37701, 38418, 39598, 40332, 40844]",2.0,2.0,"[28, 105, 20, 113, 120]","[72, 137, 63, 23, 121]",False
7536677705,121,"[307, 517, 607, 745, 870, 1125, 1287, 1754, 2059, 2219, 2393, 2800, 2980, 3183, 3377, 3500, 3681, 4313, 4407, 4647, 4829, 4924, 5937, 6032, 6171, 6409, 7004, 7234, 7876, 8252, 8474, 8844, 8944, 9044, 9378, 9527, 10264, 11153, 11253, 11691, 11997, 12299, 12399, 12607, 12757, 12904, 13127, 13533, 14376, 14923, 15029, 15298, 15530, 15772, 16004, 16356, 16683, 16789, 17543, 18161, 18267, 18548, 19121, 19334, 19584, 19690, 19802, 21512, 21993, 22316, 22651, 22877, 23082, 23377, 24106, 24219, 24787, 25055, 25437, 25550, 26080, 26217, 26384, 26564, 27383, 28234, 29391, 30375, 30730, 30902, 31069, 31684, 32730, 32933, 33918, 34142, 34262]",3.0,1.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",False
7570812500,123,"[0, 317, 407, 595, 798, 1019, 1352, 1536, 1626, 1716, 1851, 2253, 3065, 3550, 4066, 4450, 4890, 5316, 5720, 6282, 7246, 8070, 8684, 9156, 9747, 10677, 11502, 11813, 12372, 13056, 13914, 14548, 15568, 15877, 16600, 16700, 17079, 17844, 18062, 18894, 19877, 20067, 20855, 21629, 22396, 23078, 23301, 24403, 24990, 25338, 25997, 26103, 26344, 27521, 27627, 28408, 29411, 30081, 30948, 31825, 32055, 33312, 33703]",3.0,3.0,"[123, 17, 38, 10, 21]","[95, 57, 37, 98, 86]",False
7625796211,126,"[0, 249, 454, 629, 854, 1140, 1386, 1607, 1901, 2250, 2800, 3331, 3896, 4298, 4615, 5165, 5800, 6076, 6711, 7160, 7573, 8486, 9023, 9818, 10261, 10394, 10992, 11087, 11576, 12437, 12850, 13899, 14583, 15858, 16439, 16856, 17953, 18556, 19117, 19940, 20552, 22361, 23505, 24574, 26039, 26618, 26724, 27267, 27657, 28152, 29484, 30767, 32174, 33373, 34433, 35153, 36271, 36943, 38113, 38952, 39255, 40009, 41036, 42472, 42841, 43957, 44752, 46086, 47468, 49383, 51073, 52603]",2.0,2.0,"[85, 44, 97, 9, 126]","[109, 35, 104, 86, 110]",False
7612171311,128,"[0, 214, 402, 545, 750, 895, 1034, 1124, 1509, 2057, 2391, 2578, 2855, 3103, 3627, 3933, 4091, 4452, 4875, 4970, 5307, 5401, 5788, 6337, 6951, 7481, 8348, 8657, 9092, 9949, 10338, 10702, 10996, 11128, 11323, 11520, 11703, 11803, 12025, 12461, 12886, 13400, 13623, 13844, 14233, 14447, 15122, 15524, 15915, 16021, 16262, 16674, 17279, 18087, 18193, 18419, 18831, 19509, 19884, 20649, 21035, 21141]",1.0,3.0,"[89, 45, 23, 9, 60]","[49, 13, 85, 73, 128]",True
7632649002,129,"[0, 207, 592, 943, 1275, 1787, 2078, 2336, 2795, 3297, 3721, 4268, 4923, 5155, 5655, 5750, 6073, 7066, 7316, 7840, 8503, 8976, 9907, 10437, 10986, 11414, 11622, 11869, 12775, 13684, 13879, 14945, 15718, 16023, 16669, 17494, 18092, 18670, 19908, 20399, 21312, 22484, 23088, 23653, 24677, 26376, 27896, 28966, 29887, 30961, 32081, 33166, 34626, 36045, 36395, 36624, 39058, 39640, 41243, 42776, 42882, 43562, 43691, 45161]",1.0,3.0,"[110, 19, 137, 41, 121]","[13, 70, 129, 9, 79]",False
7525812113,135,"[62, 343, 699, 898, 1185, 1517, 1855, 2670, 3117, 3455, 3688, 4544, 5009, 5769, 6426, 6952, 7767, 8314, 9004, 9503, 10645, 11181, 11398, 12066, 13143, 13911, 14397, 15733, 15978, 16534, 17226, 17900, 18399, 19148, 19676, 20116, 20638, 21000, 21767, 22286, 23092, 23486, 23950, 25113, 26006, 26493, 27599, 28548, 29606, 30882]",1.0,3.0,"[35, 69, 26, 83, 22]","[6, 136, 135, 90, 20]",True
7519118314,136,"[0, 230, 320, 410, 592, 859, 1012, 1102, 1603, 1783, 2109, 2537, 2786, 3051, 3146, 3240, 3791, 4138, 4634, 4791, 5175, 5531, 5698, 5792, 6069, 6436, 6603, 6845, 7223, 7992, 8410, 8731, 9157, 9585, 9711, 10729, 11056, 12293, 12851, 13453, 14049, 15212, 15621, 15721, 16203, 17172, 17695, 17956, 18062, 18717, 18931, 19530, 19636, 19921, 20027, 20449, 20820, 20926, 21652, 22235]",3.0,3.0,"[53, 51, 136, 20, 10]","[80, 112, 83, 23, 48]",False
7611956203,137,"[0, 323, 584, 912, 1203, 1529, 1799, 1979, 2157, 2359, 3060, 3515, 4506, 4884, 5862, 6108, 6891, 7346, 7963, 9480, 10198, 10971, 11720, 11905, 12650, 12983, 13835, 14381, 14891, 16430, 17015, 17355, 17645, 18562, 19830, 20509, 21684, 22245, 22968, 23068, 23662, 24541, 25450, 25682, 25917, 26236, 26644, 27626, 28263, 28881, 30094, 30521, 31211, 31723, 32091, 33024, 33443, 33922, 34426, 35068, 36682, 37341, 38284, 39414, 40567, 40831, 41079, 41446, 42342, 42984, 43880, 44923, 46726]",2.0,2.0,"[28, 105, 20, 113, 120]","[72, 137, 63, 23, 121]",True
7535724706,138,"[169, 302, 392, 575, 768, 1111, 1436, 1657, 1747, 1972, 2126, 2306, 2510, 2687, 3008, 3525, 4134, 4507, 4745, 4839, 5112, 5680, 5987, 6082, 6819, 7317, 7611, 8455, 8761, 9497, 10070, 10561, 10862, 10962, 11900, 13064, 13234, 13919, 14273, 15152, 15915, 16293, 16702, 17685, 19341, 20172, 20394, 22644, 23264, 23604, 23710, 24529, 24664, 25019, 25125, 25301, 26317, 27758, 28163, 28466, 29739]",3.0,3.0,"[70, 97, 110, 138, 86]","[105, 113, 98, 100, 56]",True
