,rad_pos1_last_gold,rad_pos2_last_gold,rad_pos3_last_gold,rad_pos4_last_gold,rad_pos5_last_gold,dire_pos1_last_gold,dire_pos2_last_gold,dire_pos3_last_gold,dire_pos4_last_gold,dire_pos5_last_gold,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,winner
109,33528.0,28314.0,26781.0,14358.0,13184.0,39101.0,28318.0,21231.0,15443.0,13281.0,-6206,-722,5216,-1111,-74,-2897,dire
110,32615.0,15683.0,18672.0,14250.0,11587.0,29710.0,28917.0,26707.0,17914.0,13781.0,4382,-12166,-6926,-2475,-2212,-19397,dire
111,29743.0,27868.0,24279.0,22143.0,14546.0,30777.0,28082.0,23201.0,20344.0,15401.0,406,-679,1078,1850,-347,2308,radiant
112,32526.0,24940.0,21919.0,17952.0,15259.0,29909.0,23051.0,21175.0,18201.0,11282.0,3462,2334,1307,221,4592,11916,radiant
113,28464.0,25264.0,19654.0,13793.0,9342.0,25429.0,24464.0,21494.0,15186.0,14206.0,3161,801,-2271,-1690,-4864,-4863,radiant
114,34611.0,23440.0,21345.0,21187.0,13848.0,31418.0,23254.0,20862.0,20475.0,14487.0,3684,833,1068,1244,92,6921,radiant
115,24239.0,22018.0,21462.0,14633.0,12735.0,35220.0,28687.0,21827.0,15445.0,14154.0,-11649,-7200,-1553,-1376,-1921,-23699,dire
116,37552.0,25900.0,19110.0,15891.0,15354.0,31580.0,25552.0,21623.0,19748.0,13374.0,5927,-131,-2766,-3885,1806,951,dire
117,30299.0,24334.0,20918.0,17803.0,17828.0,26694.0,27913.0,24157.0,18474.0,17427.0,3558,-3387,-4035,-1497,-294,-5655,radiant
118,27924.0,27984.0,24587.0,16588.0,10609.0,27162.0,25699.0,21937.0,16910.0,14670.0,201,3348,4044,-20,-3949,3624,radiant
119,31197.0,26781.0,26182.0,14735.0,13992.0,34601.0,19913.0,17859.0,13565.0,8659.0,-3328,7619,8084,1109,5192,18676,radiant
120,27339.0,24967.0,20867.0,16720.0,10227.0,32720.0,23260.0,22935.0,15897.0,15824.0,-6490,1831,-2113,-372,-5998,-13142,radiant
121,23643.0,21351.0,20495.0,14335.0,14410.0,33452.0,25836.0,23624.0,18246.0,16011.0,-10239,-4394,-2716,-4331,-2277,-23957,dire
122,31663.0,25947.0,24979.0,15830.0,13122.0,23880.0,25037.0,23368.0,21441.0,11856.0,7570,2171,1637,-4792,2115,8701,radiant
123,36416.0,24799.0,21002.0,15072.0,12066.0,26928.0,24715.0,23941.0,12024.0,11507.0,9467,-111,-3190,2877,251,9294,dire
124,33277.0,25320.0,20296.0,20041.0,15261.0,37400.0,22410.0,18350.0,13241.0,13128.0,-3946,3692,1690,6989,2406,10831,radiant
125,33256.0,20717.0,20664.0,13134.0,11536.0,33077.0,26154.0,21472.0,12794.0,12561.0,81,-4279,-897,658,-704,-5141,dire
126,34957.0,25802.0,20715.0,10474.0,10140.0,30254.0,29590.0,23294.0,15732.0,16997.0,5282,-3462,-2064,-5242,-7232,-12718,dire
127,26659.0,23078.0,23712.0,13377.0,9988.0,39138.0,26442.0,22966.0,18277.0,17471.0,-14247,-3567,-352,-5662,-8686,-32514,dire
128,36261.0,22181.0,22034.0,14734.0,14345.0,38172.0,28296.0,24564.0,14164.0,11595.0,-2747,-6419,-2885,157,2498,-9396,dire
129,32624.0,26709.0,23373.0,15072.0,14844.0,38942.0,22735.0,21659.0,13778.0,12416.0,-7186,4566,2320,1651,2344,3695,dire
130,28071.0,25319.0,22865.0,17211.0,15021.0,27870.0,27311.0,18641.0,15807.0,12652.0,494,-985,4072,2121,2438,8140,radiant
131,26754.0,23894.0,21263.0,20440.0,14923.0,27517.0,28941.0,24261.0,16873.0,16301.0,-513,-5110,-3205,3727,-1383,-6484,dire
132,37779.0,26881.0,21552.0,17547.0,11642.0,34248.0,27863.0,22255.0,17367.0,16182.0,2826,-1720,-1413,225,-4516,-4598,dire
133,26645.0,25651.0,24985.0,12680.0,12652.0,29073.0,24389.0,21680.0,20360.0,18357.0,-2689,1581,3167,-6994,-5721,-10656,dire
134,30856.0,25357.0,19496.0,12106.0,10377.0,29308.0,25757.0,22974.0,14139.0,11408.0,2697,-332,-2857,-1898,-826,-3216,radiant
135,31388.0,25035.0,19966.0,21087.0,13076.0,33464.0,24390.0,24487.0,15575.0,15411.0,-2299,666,-4490,5029,-2394,-3488,dire
136,34263.0,27293.0,19413.0,18016.0,13375.0,33706.0,32736.0,25425.0,15005.0,15272.0,755,-6651,-6965,2340,-1973,-12494,dire
137,33454.0,24235.0,21432.0,13001.0,13548.0,32227.0,21829.0,19621.0,11818.0,9926.0,1609,2423,2044,1798,3850,11724,radiant
138,29428.0,24161.0,24825.0,19217.0,16280.0,25767.0,25734.0,21845.0,16010.0,13168.0,3518,-1082,3406,3270,3170,12282,radiant
139,31278.0,22235.0,20048.0,13200.0,9916.0,29603.0,23300.0,20880.0,14354.0,12184.0,1208,-1111,-765,-1047,-2324,-4039,dire
140,33589.0,23632.0,24026.0,23175.0,18117.0,38404.0,26162.0,23649.0,23156.0,16660.0,-3249,-1122,895,1373,2509,406,radiant
141,30433.0,25332.0,19561.0,12468.0,10682.0,31227.0,21497.0,18378.0,14305.0,12905.0,735,4507,1737,-1979,-1556,3444,dire
142,29107.0,23738.0,14967.0,15480.0,12367.0,31364.0,29698.0,19914.0,10600.0,10563.0,-3068,-7627,-6086,4556,1461,-10764,dire
143,29504.0,26622.0,24482.0,20235.0,14704.0,31270.0,29683.0,19349.0,16015.0,12700.0,-413,-2421,5641,4589,2364,9760,dire
144,40118.0,23409.0,17222.0,14826.0,14056.0,26892.0,23607.0,22554.0,23858.0,14670.0,14025,-342,-7192,-7960,-642,-2111,radiant
145,21143.0,21320.0,17441.0,19481.0,13460.0,35922.0,27067.0,21581.0,17655.0,15777.0,-15229,-6607,-3699,1962,-2594,-26167,dire
146,28101.0,28434.0,23817.0,16010.0,16735.0,29358.0,24274.0,24188.0,16046.0,14575.0,-2107,3319,-1044,-84,1773,1857,radiant
147,31760.0,28892.0,27579.0,16971.0,15431.0,33024.0,29294.0,22257.0,15422.0,12642.0,-820,-1215,5773,1496,2825,8059,radiant
148,26005.0,21104.0,19677.0,16521.0,14651.0,25451.0,23492.0,22563.0,12104.0,10636.0,106,-2766,-2927,4043,3679,2135,dire
149,35433.0,30155.0,27863.0,15922.0,15100.0,32770.0,30633.0,21686.0,12671.0,12656.0,2164,-2501,6991,3426,2700,12780,radiant
