match_id,hero_id,lane,lane_role,gold_t,radiant_team,dire_team,radiant_win,team,max_g,pos
7593062809,100,3,1,"[0, 170, 260, 439, 529, 619, 709, 889, 979, 1253, 1463, 1785, 2080, 2174, 2365, 2491, 2994, 3666, 3761, 4402, 4759, 4929, 5716, 5886, 6174, 7011, 7551, 7921, 8404, 8968, 9305, 9569, 9914, 10317, 10514, 11775, 11921, 12686, 13539, 13964, 14336, 15230]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",True,dire,15230,4
7593062809,94,3,1,"[0, 324, 540, 751, 998, 1212, 1384, 1837, 2052, 2324, 2681, 2947, 3242, 3632, 4245, 4949, 5403, 6049, 7021, 7640, 8399, 8566, 9222, 10044, 10938, 11390, 12513, 13622, 14448, 15265, 16042, 16882, 18056, 18977, 19614, 21316, 22357, 24294, 25890, 26813, 28245, 30371]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",True,dire,30371,2
7593062809,12,1,1,"[0, 270, 645, 735, 1174, 1474, 1757, 2174, 2962, 3344, 3783, 4309, 4969, 5741, 6425, 6965, 7525, 8248, 9247, 9342, 9865, 11502, 12542, 13430, 13992, 14087, 14540, 15409, 16204, 16880, 17596, 17969, 18784, 19869, 20492, 21161, 21261, 22195, 23200, 23480, 23803, 24251]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",False,radiant,24251,1
7593062809,26,1,1,"[0, 538, 628, 757, 965, 1115, 1205, 1512, 1870, 2169, 2259, 2506, 2596, 2999, 3184, 3279, 3436, 3531, 3661, 3756, 3972, 4417, 4728, 4823, 5195, 5365, 5460, 5819, 6149, 6459, 6601, 6738, 6838, 6938, 7162, 7667, 7767, 7959, 8059, 8501, 8601, 8701]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",False,radiant,8701,5
7593062809,61,2,2,"[0, 231, 510, 754, 1309, 1728, 2172, 2471, 3103, 3951, 4309, 4743, 4833, 5556, 6259, 6719, 7561, 7837, 8288, 8570, 9057, 10758, 11388, 11768, 12632, 12872, 13528, 13718, 13976, 14252, 14942, 15182, 15541, 16325, 16537, 17627, 17897, 18080, 18180, 18480, 18752, 18880]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",False,radiant,18880,2
7593062809,19,3,3,"[0, 195, 331, 421, 541, 718, 841, 1021, 1454, 1813, 2259, 2791, 3076, 3809, 4464, 4767, 5047, 5252, 5393, 5488, 5582, 6484, 7184, 7406, 7500, 7595, 7690, 7785, 8043, 8455, 9129, 9228, 9676, 10018, 10118, 11472, 11722, 11822, 11922, 12176, 12486, 12586]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",False,radiant,12586,4
7593062809,96,3,3,"[0, 304, 469, 722, 1153, 1604, 1941, 2323, 2661, 3190, 3534, 4079, 4430, 5009, 5604, 5841, 6465, 7067, 7202, 7297, 7787, 8805, 9500, 9595, 9821, 9916, 10011, 10703, 11148, 11534, 11794, 12000, 12713, 12813, 12913, 13836, 13991, 14234, 14428, 14781, 15190, 15290]","[19, 12, 96, 26, 61]","[86, 73, 100, 23, 94]",False,radiant,15290,3
7593178412,100,1,3,"[0, 170, 260, 350, 721, 811, 950, 1433, 1523, 1729, 1819, 1909, 1999, 2326, 2676, 2771, 3263, 3724, 3856, 3974, 4430, 4525, 4665, 5452, 5547, 5642]","[33, 39, 137, 94, 27]","[86, 8, 100, 13, 7]",False,dire,5642,4
7593178412,7,1,3,"[0, 284, 447, 738, 1034, 1365, 1695, 2163, 2376, 2587, 2963, 3350, 3792, 4225, 4699, 4950, 5641, 6035, 6700, 7117, 7211, 7372, 7539, 7960, 8055, 8150]","[33, 39, 137, 94, 27]","[86, 8, 100, 13, 7]",False,dire,8150,2
7593178412,13,2,2,"[0, 285, 486, 657, 938, 1222, 1433, 1658, 1822, 2483, 2885, 3281, 3769, 3957, 4691, 4786, 5246, 6138, 6582, 6677, 7503, 7943, 8236, 9020, 9184, 9279]","[33, 39, 137, 94, 27]","[86, 8, 100, 13, 7]",False,dire,9279,1
7593178412,86,3,1,"[0, 286, 437, 527, 749, 839, 929, 1263, 1423, 1624, 1762, 1904, 2064, 2259, 2372, 2467, 2746, 3104, 3199, 3330, 3779, 4132, 4834, 5364, 5478, 5573]","[33, 39, 137, 94, 27]","[86, 8, 100, 13, 7]",False,dire,5573,5
