,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,winner,rad_pos1_predicted_last_gold,dire_pos1_predicted_last_gold,rad_pos2_predicted_last_gold,dire_pos2_predicted_last_gold,rad_pos3_predicted_last_gold,dire_pos3_predicted_last_gold,rad_pos4_predicted_last_gold,dire_pos4_predicted_last_gold,rad_pos5_predicted_last_gold,dire_pos5_predicted_last_gold
29,6075,3398,2182,1975,3853,17483,radiant,30818.0,26455.0,24914.0,22033.0,22473.0,20980.0,13457.0,11889.0,11977.0,8643.0
30,-6644,-800,-1682,-3002,-3841,-15969,dire,24985.0,31502.0,18306.0,19339.0,17084.0,18415.0,9703.0,12471.0,9129.0,12840.0
31,-12579,-5342,537,4615,566,-12203,dire,21606.0,33568.0,21433.0,26232.0,20289.0,19650.0,19056.0,14042.0,12713.0,12110.0
32,-214,1959,-6308,-2743,-2842,-10148,dire,25013.0,24349.0,23791.0,21248.0,15737.0,21778.0,12608.0,15280.0,10564.0,13670.0
33,1474,722,5894,5512,1504,15106,radiant,29396.0,27773.0,26981.0,25773.0,27217.0,20911.0,18051.0,12511.0,15084.0,13429.0
34,3371,4889,4467,1247,2459,16433,radiant,33162.0,29935.0,25336.0,20349.0,23010.0,18561.0,12432.0,11148.0,11537.0,9436.0
35,-6057,-3022,-2156,709,-2435,-12961,radiant,26969.0,33107.0,19004.0,22031.0,18169.0,20675.0,15672.0,15124.0,11913.0,14349.0
36,-3978,-470,-6314,6529,2479,-1754,dire,27714.0,31498.0,24215.0,25017.0,18519.0,24168.0,18203.0,11821.0,12064.0,9480.0
37,31,3354,-2831,1690,369,2613,radiant,22702.0,23005.0,25628.0,22050.0,17527.0,20699.0,13210.0,11542.0,11755.0,11608.0
38,196,-3862,-3058,-5117,-3731,-15572,dire,24467.0,24251.0,19195.0,23164.0,17945.0,20720.0,10477.0,15426.0,9480.0,13155.0
39,658,3428,4658,-983,3048,10809,radiant,24066.0,22800.0,23823.0,19917.0,22390.0,17262.0,13646.0,14676.0,13912.0,10617.0
40,9115,731,2461,-440,-2223,9644,radiant,31209.0,21753.0,22665.0,22113.0,20131.0,17885.0,12843.0,13053.0,10571.0,12883.0
41,-572,-904,245,-9214,-378,-10823,radiant,24695.0,24345.0,22889.0,23639.0,18649.0,19382.0,9895.0,19088.0,12626.0,12682.0
42,5210,-1643,-678,-1321,1848,3416,radiant,32797.0,28278.0,18780.0,20826.0,18202.0,18825.0,10711.0,12190.0,11283.0,9599.0
43,9798,-11482,-2658,-966,-2051,-7359,dire,38390.0,28826.0,17098.0,29227.0,17416.0,20723.0,12607.0,13848.0,10887.0,13128.0
44,1015,-712,3310,-6097,-566,-3050,radiant,25157.0,24044.0,25603.0,26426.0,24403.0,20996.0,12334.0,18151.0,11683.0,12064.0
45,-21,-411,-320,1827,1621,2696,radiant,29966.0,30468.0,22024.0,22794.0,20600.0,21009.0,14981.0,13574.0,13664.0,12200.0
46,-3442,-4830,-4790,72,2666,-10324,dire,22653.0,24529.0,17589.0,22739.0,15698.0,19406.0,12054.0,12196.0,12555.0,9951.0
47,-317,6120,3227,-552,-809,7669,radiant,24833.0,26356.0,24637.0,18425.0,19388.0,16352.0,12430.0,13069.0,10534.0,11645.0
48,-2244,46,-879,-2086,-3785,-8948,dire,24188.0,27023.0,22217.0,22659.0,17904.0,18465.0,13096.0,15375.0,9574.0,13490.0
49,-3009,-2224,-4383,-256,-2965,-12837,dire,23188.0,26800.0,19606.0,22113.0,18478.0,22825.0,14877.0,15084.0,13424.0,16113.0
50,-4862,734,-3358,-4475,-895,-12856,dire,22877.0,27923.0,20109.0,19099.0,17448.0,20579.0,11488.0,16375.0,9187.0,10230.0
51,6080,1546,393,2225,6971,17215,radiant,29943.0,24029.0,20120.0,18839.0,19409.0,19367.0,14731.0,13238.0,16343.0,9371.0
52,-11183,-3780,-1828,-5742,-3724,-26257,dire,18678.0,30431.0,14864.0,19142.0,15801.0,18073.0,11914.0,18139.0,9305.0,13573.0
53,-5257,1584,-64,-3347,689,-6395,radiant,21453.0,26366.0,20769.0,19935.0,16857.0,16889.0,10948.0,14169.0,11248.0,10878.0
54,32,979,-1307,-4550,-1400,-6246,dire,26207.0,25513.0,21716.0,20337.0,19334.0,20369.0,13922.0,18665.0,12259.0,13391.0
55,-13234,226,-3001,-2511,-1568,-20088,dire,24462.0,36516.0,21720.0,21692.0,18019.0,20829.0,11498.0,13934.0,11401.0,12565.0
56,612,-5264,-3797,1449,1875,-5125,radiant,29695.0,28656.0,19612.0,24690.0,17645.0,20648.0,15028.0,12950.0,13455.0,11603.0
57,13122,3698,6083,8248,4340,35491,radiant,31642.0,18325.0,23512.0,20173.0,23128.0,17345.0,17587.0,9937.0,14342.0,10043.0
58,1606,-4123,-4636,-2917,-1556,-11626,dire,27342.0,24387.0,19389.0,23802.0,15257.0,19293.0,11682.0,14166.0,9947.0,10732.0
59,2486,-8485,-2438,-6010,-1815,-16262,dire,31510.0,29085.0,21174.0,28855.0,18807.0,21142.0,9886.0,15623.0,8632.0,10198.0
60,-7808,-1471,-257,-1231,-627,-11394,dire,25537.0,32755.0,22650.0,24246.0,18771.0,18544.0,16297.0,17246.0,14504.0,15460.0
61,-6578,3516,3170,-3624,2679,-837,radiant,25912.0,32397.0,26288.0,21638.0,23963.0,20982.0,12247.0,16021.0,13246.0,10498.0
62,223,8016,7284,2623,4254,22400,radiant,26598.0,26285.0,25197.0,16788.0,23549.0,16628.0,16363.0,13568.0,12435.0,8332.0
63,3855,53,-2168,-1893,-1048,-1201,dire,30531.0,26434.0,23681.0,24635.0,17625.0,19890.0,12922.0,14946.0,12662.0,13896.0
64,6095,8290,7473,1112,1036,24006,radiant,33129.0,28677.0,27673.0,20285.0,24522.0,17560.0,14787.0,14733.0,11331.0,10761.0
65,1316,-6725,1713,3115,-39,-620,dire,26263.0,24952.0,18923.0,25271.0,19646.0,18160.0,17232.0,13873.0,12516.0,12616.0
66,5382,-5880,-3695,-950,-3097,-8240,dire,30360.0,23525.0,17837.0,21608.0,16495.0,19351.0,11706.0,11511.0,9496.0,12061.0
67,-1514,2975,-784,-875,876,678,radiant,29515.0,30664.0,22707.0,19537.0,15221.0,15766.0,13165.0,13954.0,13138.0,12224.0
68,-4015,-8309,-2726,-1817,-1732,-18599,dire,25820.0,30013.0,21159.0,30056.0,20180.0,23247.0,13395.0,15279.0,12629.0,14658.0
69,-608,1321,-2391,160,-2717,-4235,dire,20788.0,21465.0,23612.0,21641.0,19182.0,20986.0,13168.0,12542.0,11199.0,13224.0
70,-453,1995,-2736,-1885,-1187,-4266,dire,27554.0,27744.0,22777.0,20281.0,17919.0,20046.0,11418.0,13132.0,10775.0,11619.0
71,6377,-191,4190,-2081,502,8797,dire,28745.0,22154.0,20367.0,21541.0,21435.0,16867.0,13659.0,16016.0,13166.0,13164.0
72,-2787,3264,2003,-3798,-218,-1536,dire,29881.0,31683.0,22196.0,18992.0,20705.0,18335.0,13279.0,16329.0,12959.0,12015.0
73,12270,2886,3399,-594,4618,22579,radiant,33158.0,22401.0,21449.0,19584.0,20246.0,17353.0,14273.0,16060.0,14810.0,10610.0
74,-8292,-8774,-2831,-4629,-3747,-28273,dire,21456.0,29784.0,17368.0,25534.0,16700.0,19264.0,12494.0,16994.0,10766.0,14098.0
75,8873,6136,10784,3863,-1200,28456,radiant,31558.0,25106.0,28299.0,23203.0,25899.0,16517.0,19560.0,14513.0,12614.0,13714.0
76,-4549,8504,5204,3018,3094,15271,radiant,24530.0,30356.0,24553.0,17108.0,21090.0,17309.0,13079.0,11023.0,11923.0,9730.0
77,4658,-3418,-480,-7027,-1653,-7920,dire,28816.0,24673.0,19777.0,22455.0,19903.0,19869.0,10051.0,16517.0,8980.0,10561.0
78,7184,2444,3581,2741,4295,20245,radiant,31589.0,26704.0,21283.0,19789.0,18929.0,16695.0,12784.0,10795.0,12140.0,8579.0
79,3671,4033,1684,3301,598,13287,radiant,32763.0,29003.0,26278.0,22167.0,21988.0,20544.0,17623.0,13982.0,12776.0,12083.0
80,2572,5602,4962,1643,1867,16646,radiant,31894.0,27946.0,25298.0,19459.0,23752.0,19554.0,13636.0,12234.0,13930.0,11942.0
81,-3287,963,-969,-5735,-5158,-14186,dire,25709.0,27952.0,24139.0,22857.0,17036.0,17575.0,13571.0,19077.0,8992.0,13777.0
82,512,1772,4357,2812,1101,10554,radiant,21757.0,21930.0,20809.0,20048.0,19378.0,15802.0,13966.0,11146.0,9869.0,9041.0
83,1435,3476,5071,785,1662,12429,radiant,28775.0,26517.0,26689.0,22486.0,23129.0,17430.0,15434.0,14438.0,12895.0,11062.0
84,6627,3491,4818,3592,4288,22816,radiant,30683.0,24894.0,25176.0,21612.0,22516.0,18044.0,19462.0,15751.0,18081.0,13497.0
85,4005,1513,-4519,526,-1655,-130,dire,35640.0,32127.0,27600.0,25027.0,19190.0,23224.0,16529.0,16302.0,13162.0,14165.0
86,-3887,448,2068,-1132,-2080,-4583,radiant,24671.0,28274.0,22329.0,21198.0,19162.0,16396.0,12146.0,12796.0,10768.0,12350.0
87,-1114,5185,5064,2392,1873,13400,radiant,23492.0,24253.0,22462.0,17923.0,24276.0,19181.0,11842.0,9589.0,11715.0,9924.0
88,-5135,-204,-16,-3695,-1072,-10122,dire,19729.0,24835.0,20409.0,21458.0,18973.0,18975.0,12135.0,15807.0,10491.0,11517.0
89,1476,432,10269,-303,2765,14639,dire,25354.0,23323.0,24261.0,24045.0,24474.0,14275.0,15019.0,15384.0,12860.0,10340.0
90,8459,2997,3506,2909,2270,20141,radiant,28810.0,20379.0,23523.0,20364.0,23090.0,20228.0,15788.0,13305.0,11722.0,9534.0
91,2898,342,1146,2994,2397,9777,radiant,22835.0,21188.0,21522.0,21748.0,22071.0,20686.0,14916.0,12278.0,12561.0,10542.0
92,-4961,-7646,-2869,-2675,-603,-18754,dire,28204.0,32639.0,22107.0,28332.0,17846.0,20593.0,13269.0,15980.0,13074.0,13666.0
93,-2398,-4922,-3650,-1997,-1986,-14953,dire,29007.0,31715.0,24242.0,30181.0,16749.0,20731.0,12455.0,14419.0,11172.0,13807.0
94,-1926,541,3249,-2000,-120,-256,dire,26926.0,29077.0,23242.0,21965.0,19651.0,16273.0,11301.0,12398.0,11017.0,11270.0
95,682,7807,5438,1749,2038,17714,radiant,31131.0,29957.0,25903.0,17650.0,22824.0,17714.0,15021.0,13289.0,14586.0,12762.0
96,2917,-675,251,1387,572,4452,radiant,27363.0,25101.0,21035.0,22482.0,18798.0,19697.0,16893.0,16775.0,15617.0,15779.0
97,3690,-1274,5422,4949,1249,14036,radiant,30771.0,28409.0,27511.0,28767.0,24368.0,19861.0,21162.0,16677.0,16053.0,13703.0
98,9497,6505,5476,1935,3931,27344,radiant,31777.0,24761.0,27814.0,23519.0,19313.0,14975.0,15870.0,14881.0,14346.0,11569.0
99,-3954,3391,3016,716,-3879,-710,dire,26996.0,31513.0,25087.0,22428.0,21623.0,19018.0,16802.0,16402.0,10717.0,15012.0
100,-1346,-8561,1435,-217,-3827,-12516,dire,32503.0,33816.0,21638.0,30133.0,21849.0,20115.0,17426.0,17911.0,11286.0,15365.0
101,-125,-1325,2709,-6848,-5289,-10878,dire,26102.0,26084.0,20712.0,22506.0,18741.0,16076.0,12233.0,19488.0,9754.0,15583.0
102,5480,2723,-4758,2008,-3910,1543,radiant,30116.0,24853.0,25654.0,23857.0,19844.0,24577.0,14971.0,13319.0,10299.0,14322.0
103,12022,3405,-3079,2723,6561,21632,radiant,33938.0,21625.0,23397.0,20169.0,16939.0,19935.0,18245.0,15336.0,18158.0,11627.0
104,-4730,-4505,980,501,-1230,-8984,dire,24753.0,29590.0,18335.0,22995.0,18952.0,18438.0,11876.0,11898.0,9820.0,11425.0
105,-6436,-5462,1402,-388,101,-10783,dire,25982.0,32694.0,21924.0,28145.0,22407.0,21160.0,14937.0,15093.0,12789.0,12454.0
106,-5796,-5387,-7249,-2517,-5226,-26175,dire,21533.0,26230.0,18451.0,23049.0,16440.0,23028.0,15824.0,18050.0,11545.0,16462.0
107,-5766,533,1276,1729,-634,-2862,dire,21936.0,27345.0,20380.0,19339.0,18997.0,17348.0,14901.0,12973.0,10085.0,10510.0
108,3108,1146,190,2259,-13,6690,radiant,31906.0,29006.0,23298.0,22665.0,21835.0,21232.0,16432.0,14472.0,12046.0,11868.0
109,1152,-1060,-3213,-1725,-3842,-8688,radiant,25192.0,23533.0,22567.0,23665.0,18820.0,22339.0,12021.0,13575.0,9721.0,13373.0
110,5481,2280,2410,4168,161,14500,radiant,28453.0,22775.0,23122.0,20615.0,19756.0,17277.0,17676.0,13126.0,11965.0,11839.0
111,-2066,2945,5607,-1286,-387,4813,radiant,23567.0,25303.0,22362.0,19145.0,20931.0,15312.0,12607.0,14015.0,12190.0,12713.0
112,-2753,-2087,-9146,-9844,-2867,-26697,dire,20491.0,23840.0,20750.0,22988.0,14464.0,23772.0,12556.0,22073.0,9892.0,12674.0
113,-4281,-2558,4124,-1985,-5292,-9992,dire,21511.0,26044.0,21926.0,24872.0,21330.0,18158.0,13041.0,15397.0,8172.0,14002.0
114,-1832,-291,-3039,-186,-5290,-10638,dire,24120.0,26343.0,22044.0,22166.0,18277.0,21092.0,16563.0,16218.0,9675.0,14983.0
115,-18,-6885,-4497,933,4643,-5824,dire,31931.0,31730.0,19894.0,26825.0,18971.0,23290.0,14671.0,13666.0,15543.0,11181.0
116,2482,-3893,254,-1101,1629,-629,dire,31543.0,28977.0,20858.0,24866.0,21425.0,20594.0,11530.0,12587.0,10811.0,9188.0
117,2147,-24,-5314,-1770,-249,-5210,radiant,31929.0,29135.0,23093.0,22841.0,17508.0,23510.0,10922.0,12781.0,11837.0,12381.0
118,4416,720,-2357,-1032,-1521,226,dire,25658.0,21983.0,21821.0,21128.0,19494.0,22242.0,12561.0,13870.0,9107.0,10589.0
119,-5396,-4651,-2559,-3990,-5711,-22307,dire,27182.0,30183.0,20347.0,25144.0,17397.0,18882.0,13006.0,15883.0,10438.0,15374.0
120,-8259,338,-840,-1794,594,-9961,dire,23534.0,33046.0,21691.0,22338.0,18407.0,19490.0,12561.0,15762.0,12213.0,11499.0
121,6194,2606,1638,4646,600,15684,radiant,30486.0,24922.0,22929.0,20036.0,17715.0,16266.0,12993.0,8483.0,9936.0,9430.0
122,-548,1015,200,256,3245,4168,radiant,30128.0,30370.0,25814.0,24736.0,19635.0,18820.0,18075.0,18070.0,16154.0,12739.0
123,4389,6620,1844,2510,-1314,14049,radiant,24886.0,21202.0,22256.0,16403.0,20506.0,19341.0,15512.0,13530.0,12195.0,13796.0
124,4613,-61,-3735,-6350,-5758,-11291,radiant,28571.0,25697.0,22820.0,23243.0,18278.0,22885.0,12862.0,19499.0,11491.0,17952.0
125,8961,-255,5668,5063,915,20352,radiant,35509.0,26001.0,23753.0,23225.0,23869.0,17662.0,18486.0,12193.0,12629.0,11321.0
126,593,-3304,4084,461,-3644,-1810,dire,30655.0,29792.0,23218.0,26189.0,23955.0,19533.0,13259.0,12650.0,10045.0,13739.0
127,-568,-402,668,2693,-2583,-192,radiant,26937.0,26799.0,22721.0,22188.0,20293.0,19110.0,15074.0,11363.0,10854.0,12935.0
128,1871,-2690,-1991,-2681,290,-5201,dire,28962.0,27815.0,18021.0,21087.0,16553.0,18903.0,10829.0,13709.0,10655.0,10476.0
129,2006,2325,-1961,2988,973,6331,dire,24877.0,22701.0,23267.0,20558.0,15219.0,17592.0,13738.0,10777.0,11040.0,10131.0
130,-3877,3128,4488,-1054,-1124,1561,dire,22769.0,26826.0,22040.0,19584.0,20835.0,16655.0,14208.0,15217.0,12820.0,13851.0
131,2354,7227,10178,-1341,1618,20036,radiant,29033.0,28428.0,25153.0,18692.0,24224.0,15098.0,11359.0,13709.0,10529.0,9034.0
132,7248,3089,10295,5611,3486,29729,radiant,35807.0,29154.0,27110.0,23879.0,26255.0,16305.0,15355.0,9735.0,12639.0,10084.0
133,4730,-318,466,4797,2822,12497,radiant,27925.0,22880.0,20829.0,20829.0,17960.0,17504.0,18945.0,13338.0,13247.0,10044.0
134,1557,2921,-2140,3152,-469,5021,radiant,25081.0,23170.0,25349.0,22822.0,17045.0,18847.0,13321.0,10259.0,9825.0,10634.0
135,8155,-2821,3120,-6619,2251,4086,radiant,32916.0,25041.0,19634.0,22133.0,20058.0,17234.0,11836.0,18233.0,13282.0,10819.0
136,-4392,-1711,-445,-7564,-2631,-16743,radiant,23343.0,26548.0,20421.0,22036.0,20064.0,19680.0,11127.0,18333.0,11465.0,14853.0
137,1663,821,6160,1309,955,10908,radiant,25244.0,22735.0,22217.0,20519.0,22487.0,15617.0,12954.0,11486.0,11606.0,9839.0
138,3347,3070,-200,5352,2360,13929,radiant,26667.0,23385.0,24562.0,20959.0,19462.0,19791.0,19228.0,14073.0,12993.0,10260.0
139,1031,5830,4635,-2520,-959,8017,radiant,27061.0,24887.0,25884.0,19718.0,24242.0,19104.0,12984.0,15093.0,13032.0,13240.0
140,1059,-2479,8407,1014,4322,12323,dire,25733.0,23495.0,22045.0,23031.0,25248.0,16479.0,15778.0,13571.0,14952.0,10416.0
141,-12905,-2492,-4048,-3405,-3826,-26676,dire,23082.0,36050.0,23467.0,25282.0,15593.0,19570.0,13488.0,16399.0,10278.0,13772.0
142,-895,-479,4784,1228,1714,6352,radiant,26158.0,26571.0,25492.0,26051.0,22426.0,17662.0,14968.0,13758.0,12037.0,11013.0
143,3087,-3198,-5970,1080,-1829,-6830,dire,26736.0,25172.0,22419.0,25626.0,17906.0,24991.0,13339.0,12669.0,10670.0,12779.0
144,-3700,-3403,-3634,1680,3170,-5887,radiant,23167.0,26188.0,21502.0,24820.0,19992.0,23576.0,15719.0,13833.0,13164.0,10002.0
145,-1582,460,525,1513,120,1036,dire,25625.0,28912.0,24011.0,24649.0,17814.0,18106.0,14688.0,13645.0,11689.0,11894.0
146,-5060,-5165,-206,-6856,-1438,-18725,dire,23129.0,28177.0,19274.0,24876.0,18514.0,18673.0,12992.0,19540.0,12723.0,14412.0
147,1077,-1349,4108,4984,1942,10762,dire,23724.0,22804.0,18928.0,20194.0,19952.0,16103.0,16492.0,11696.0,12621.0,10548.0
148,727,-3851,-345,-244,533,-3180,radiant,23927.0,22907.0,18024.0,22309.0,17470.0,17773.0,13217.0,13831.0,11395.0,11127.0
149,-1482,3607,-1138,-2043,-1169,-2225,dire,23835.0,25246.0,21378.0,18262.0,18909.0,20419.0,13202.0,15676.0,11424.0,12540.0
150,-6574,-1677,-1376,-2508,808,-11327,dire,25879.0,32359.0,21350.0,22798.0,18946.0,20721.0,16153.0,18674.0,12806.0,12160.0
151,3949,-1126,-601,3434,610,6266,radiant,27571.0,23623.0,23248.0,24216.0,19199.0,19905.0,18208.0,15115.0,14048.0,13511.0
152,-6558,-5606,-2863,-231,-3278,-18536,dire,20369.0,27002.0,14673.0,20619.0,16149.0,19183.0,12364.0,12832.0,8487.0,11814.0
153,1933,-3596,4348,-1810,-281,594,radiant,26726.0,24474.0,19078.0,23630.0,18367.0,15671.0,12877.0,14959.0,9435.0,10529.0
154,-6629,-2198,-2056,-1644,-2544,-15071,dire,23044.0,27980.0,21983.0,23690.0,20178.0,21122.0,13951.0,14155.0,8930.0,11076.0
155,-1183,-903,-4076,-222,-1091,-7475,radiant,28805.0,29282.0,25890.0,26102.0,17785.0,21517.0,12903.0,12873.0,10506.0,11349.0
156,1490,9323,1036,-64,-938,10847,radiant,29283.0,29134.0,28959.0,20812.0,21112.0,20394.0,14410.0,14520.0,12928.0,14036.0
157,-12054,159,796,3408,3355,-4336,dire,22068.0,34299.0,23133.0,22785.0,19812.0,19192.0,17905.0,14627.0,13110.0,9530.0
158,306,2161,-316,4896,-1898,5149,dire,28383.0,28057.0,20221.0,18021.0,18478.0,19525.0,19100.0,14360.0,12625.0,14394.0
159,146,566,1667,4052,4188,10619,radiant,26842.0,27627.0,23002.0,22864.0,19330.0,18074.0,17342.0,13882.0,13774.0,9632.0
160,2860,-2568,-611,-6055,-1555,-7929,dire,30687.0,26461.0,21024.0,23447.0,18161.0,18276.0,13331.0,19472.0,11201.0,12670.0
161,1723,-4615,-4700,-837,-2336,-10765,dire,29837.0,27467.0,19511.0,23488.0,17048.0,21127.0,14080.0,14633.0,10370.0,12417.0
162,-3382,729,1645,-316,956,-368,radiant,29146.0,30951.0,21658.0,20019.0,19480.0,16914.0,15637.0,14500.0,13239.0,11936.0
163,-4744,-2896,-832,-3604,-711,-12787,dire,24107.0,28710.0,24405.0,26679.0,21611.0,21637.0,12658.0,16065.0,11951.0,11956.0
164,-5142,-2503,-2358,-1134,788,-10349,dire,21666.0,26696.0,21020.0,23516.0,18869.0,21345.0,12588.0,13637.0,13234.0,12281.0
165,-261,4255,-149,-3068,3464,4241,dire,32129.0,28941.0,30598.0,24566.0,22298.0,22680.0,16426.0,18366.0,14317.0,10041.0
166,3481,7108,4668,716,2560,18533,radiant,31230.0,26598.0,25175.0,18025.0,21278.0,17278.0,16673.0,16164.0,14791.0,11775.0
167,-2690,5717,3831,5089,4878,16825,radiant,25058.0,28717.0,23274.0,18054.0,19808.0,16076.0,18288.0,13486.0,13522.0,8797.0
168,-4987,-40,-3427,3789,-1609,-6274,radiant,26999.0,32501.0,22366.0,22434.0,17656.0,21232.0,16941.0,13851.0,12613.0,13915.0
169,-323,1106,630,393,-475,1331,radiant,23701.0,24921.0,23188.0,21932.0,19766.0,18995.0,15627.0,16011.0,10700.0,11638.0
170,-2174,-5721,1283,-594,-762,-7968,radiant,23924.0,26597.0,21408.0,26506.0,21037.0,19608.0,13122.0,13863.0,11265.0,11517.0
171,-4740,211,2520,-5606,-3829,-11444,dire,22450.0,27356.0,22756.0,22609.0,20963.0,18529.0,12233.0,18206.0,9953.0,14046.0
172,6127,-2649,3973,5849,934,14234,radiant,29584.0,23632.0,20887.0,23414.0,20692.0,16044.0,19396.0,13191.0,12034.0,10838.0
173,2658,2946,-2065,5201,2675,11415,radiant,28286.0,25410.0,25040.0,21911.0,16682.0,18919.0,15460.0,10577.0,12011.0,9586.0
174,5227,-458,2870,1448,1105,10192,dire,29845.0,24574.0,20900.0,21261.0,20429.0,17614.0,12391.0,10630.0,11731.0,10815.0
175,-601,-2751,-2911,-4537,-1802,-12602,dire,22328.0,25412.0,18695.0,21721.0,15082.0,19400.0,9961.0,14885.0,10151.0,13179.0
176,-8690,535,-4508,-2099,-2846,-17608,dire,21136.0,29447.0,20660.0,20261.0,13717.0,18290.0,9029.0,11121.0,7878.0,10649.0
177,7376,9201,2002,-1462,-1801,15316,radiant,33098.0,24933.0,28152.0,17973.0,20199.0,17897.0,13972.0,14736.0,13555.0,15027.0
178,-2306,-1398,-924,2552,-2932,-5008,dire,25586.0,27612.0,22901.0,22660.0,19751.0,19305.0,17934.0,14783.0,11555.0,14103.0
179,170,-4963,758,-2980,-2381,-9396,dire,29534.0,29566.0,19017.0,24219.0,18334.0,17438.0,12609.0,16021.0,12167.0,14491.0
