,rad_pos1_last_gold,rad_pos2_last_gold,rad_pos3_last_gold,rad_pos4_last_gold,rad_pos5_last_gold,dire_pos1_last_gold,dire_pos2_last_gold,dire_pos3_last_gold,dire_pos4_last_gold,dire_pos5_last_gold,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,winner,rad_pos1_last_gold,dire_pos1_last_gold,rad_pos2_last_gold,dire_pos2_last_gold,rad_pos3_last_gold,dire_pos3_last_gold,rad_pos4_last_gold,dire_pos4_last_gold,rad_pos5_last_gold,dire_pos5_last_gold
72,36190,27289,25914,14825,11399,35266,29663,21262,15028,15335,924,-2374,4652,-203,-3936,-937,dire,36102.0,34389.0,26277.0,29014.0,25901.0,21318.0,14527.0,14956.0,11331.0,15123.0
73,28926,25810,21699,16682,11508,31794,27362,23205,14255,15105,-2868,-1552,-1506,2427,-3597,-7096,radiant,28637.0,31647.0,25627.0,27431.0,21844.0,23462.0,16644.0,14660.0,11659.0,15122.0
74,34314,20700,19307,12656,11933,32307,23955,22868,16750,12192,2007,-3255,-3561,-4094,-259,-9162,dire,34308.0,31156.0,20165.0,23672.0,19064.0,22399.0,12656.0,15911.0,11917.0,11752.0
75,28631,25556,17071,16048,12321,28335,25148,20312,13180,12110,296,408,-3241,2868,211,542,dire,29013.0,28139.0,25679.0,25035.0,16691.0,20564.0,15909.0,13441.0,12055.0,12383.0
76,28703,27020,24397,17392,15904,32218,23615,19090,18676,17159,-3515,3405,5307,-1284,-1255,2658,dire,27993.0,32439.0,26360.0,23499.0,23479.0,19439.0,16857.0,19120.0,15313.0,17226.0
77,31590,24101,20735,20276,15761,26666,25066,20465,17621,12813,4924,-965,270,2655,2948,9832,radiant,31405.0,26589.0,24196.0,25370.0,20443.0,20457.0,20518.0,17933.0,15551.0,12856.0
78,31271,29565,19490,16580,11961,28075,24713,21331,11650,11534,3196,4852,-1841,4930,427,11564,radiant,31163.0,27297.0,29849.0,24779.0,19560.0,21644.0,16421.0,11857.0,11820.0,11625.0
79,40306,22059,22768,14684,14591,30925,25272,21872,21628,11918,9381,-3213,896,-6944,2673,2793,radiant,40418.0,31411.0,21936.0,25645.0,22951.0,21968.0,14559.0,21563.0,14767.0,11952.0
80,31055,27823,25847,16621,15850,31745,25247,21699,20440,16683,-690,2576,4148,-3819,-833,1382,radiant,30356.0,32366.0,27310.0,25645.0,24920.0,22052.0,15990.0,20535.0,15702.0,16988.0
81,28801,26916,26685,16727,14718,26636,24416,19482,12784,11699,2165,2500,7203,3943,3019,18830,radiant,27963.0,27080.0,26117.0,24893.0,25469.0,19702.0,16139.0,12750.0,13907.0,11948.0
82,30804,28677,26208,15060,15778,31554,22534,21305,18040,15298,-750,6143,4903,-2980,480,7796,radiant,30676.0,30953.0,28293.0,22608.0,26285.0,21545.0,14932.0,18140.0,15880.0,15591.0
83,29214,26326,26567,17682,15851,30438,27517,18987,17138,12440,-1224,-1191,7580,544,3411,9120,dire,29547.0,29610.0,25969.0,27229.0,26805.0,18794.0,17907.0,16811.0,16054.0,12226.0
84,31199,29638,25469,17417,14143,32735,32826,22382,16615,13527,-1536,-3188,3087,802,616,-219,radiant,30467.0,31445.0,28838.0,32048.0,25286.0,20858.0,17907.0,15507.0,14358.0,13286.0
85,26755,21836,21472,15344,15110,32627,28518,21497,22830,16503,-5872,-6682,-25,-7486,-1393,-21458,dire,26199.0,32223.0,21908.0,28076.0,20698.0,21390.0,13656.0,22679.0,14172.0,16562.0
86,26361,20988,22046,19517,13952,29211,23937,19506,13898,13000,-2850,-2949,2540,5619,952,3312,dire,26117.0,28743.0,20835.0,23986.0,21820.0,19684.0,19089.0,14235.0,13932.0,13271.0
87,27890,20647,20341,14529,13261,27175,25742,19916,15909,12400,715,-5095,425,-1380,861,-4474,radiant,28017.0,26692.0,20798.0,25778.0,20154.0,20085.0,14631.0,15830.0,13346.0,12299.0
88,27371,25197,22676,15834,13067,30749,22727,23367,17970,13612,-3378,2470,-691,-2136,-545,-4280,dire,27246.0,30368.0,24959.0,22970.0,22571.0,22779.0,16037.0,17994.0,13194.0,13495.0
89,25728,19303,19820,15807,10834,29376,22179,20763,14190,12771,-3648,-2876,-943,1617,-1937,-7787,dire,25760.0,29457.0,18688.0,22515.0,19599.0,21009.0,15819.0,14415.0,10541.0,12839.0
90,32063,25925,24084,16258,12681,29451,27577,18437,17820,12340,2612,-1652,5647,-1562,341,5386,radiant,32030.0,29569.0,26763.0,26732.0,24843.0,18357.0,16674.0,18066.0,13049.0,12385.0
91,25206,25071,23571,22553,14563,38058,26292,23001,16152,11210,-12852,-1221,570,6401,3353,-3749,dire,25571.0,38296.0,25299.0,26517.0,23428.0,22879.0,22111.0,16405.0,14811.0,11456.0
92,32589,23597,22396,21073,14282,34451,21391,22804,16130,16614,-1862,2206,-408,4943,-2332,2547,dire,32251.0,34254.0,23307.0,21248.0,22164.0,23090.0,20673.0,16241.0,14277.0,16908.0
93,34904,25935,23655,16482,15935,30388,27813,22215,22661,15757,4516,-1878,1440,-6179,178,-1923,dire,32426.0,30200.0,25137.0,27172.0,23520.0,21053.0,16850.0,22350.0,14936.0,14652.0
94,34725,22837,18787,16257,11559,32772,27906,25536,17798,15471,1953,-5069,-6749,-1541,-3912,-15318,dire,33720.0,32757.0,22858.0,27335.0,19002.0,26039.0,16301.0,18187.0,11596.0,15298.0
95,32132,24635,20892,16817,14846,35333,23619,20684,17772,13528,-3201,1016,208,-955,1318,-1614,radiant,32453.0,35314.0,24639.0,23951.0,20893.0,20627.0,16968.0,18305.0,14629.0,13570.0
96,25362,23038,21425,14691,14188,30743,28765,24561,16220,14209,-5381,-5727,-3136,-1529,-21,-15794,dire,25518.0,30859.0,23284.0,28811.0,20878.0,24668.0,14646.0,16272.0,14014.0,14480.0
97,30853,27747,21889,19798,14694,38952,25908,24186,16361,15158,-8099,1839,-2297,3437,-464,-5584,radiant,31187.0,37797.0,26885.0,25426.0,21770.0,23511.0,19771.0,15837.0,14642.0,15253.0
98,30728,27996,26008,19973,14313,25838,25046,20539,17565,12535,4890,2950,5469,2408,1778,17495,radiant,30751.0,26027.0,28166.0,24617.0,26328.0,20401.0,19898.0,17729.0,14472.0,12677.0
99,29222,25278,26265,15801,13075,30140,28913,22619,15568,14345,-918,-3635,3646,233,-1270,-1944,radiant,29727.0,30375.0,25673.0,29234.0,25154.0,22951.0,16187.0,15635.0,13219.0,14712.0
100,34859,24149,23294,14263,13380,32228,25579,20217,13631,12763,2631,-1430,3077,632,617,5527,dire,35542.0,31604.0,24087.0,25674.0,23794.0,19870.0,14628.0,13580.0,13585.0,12655.0
101,31008,22944,20374,13102,12719,27628,24195,22662,17958,14568,3380,-1251,-2288,-4856,-1849,-6864,dire,30246.0,27542.0,21983.0,24019.0,20308.0,22341.0,12594.0,17551.0,12634.0,14551.0
102,27248,25025,18379,10781,9421,36936,22582,20486,13075,12563,-9688,2443,-2107,-2294,-3142,-14788,dire,26507.0,37148.0,23822.0,22509.0,18380.0,20888.0,10546.0,12919.0,9191.0,12846.0
103,28053,25268,21492,20908,12571,34116,27839,25088,18542,16240,-6063,-2571,-3596,2366,-3669,-13533,dire,28495.0,33451.0,25375.0,26903.0,21855.0,24135.0,21355.0,18171.0,12824.0,15916.0
104,36246,26697,20340,17945,17813,29387,25018,24682,19935,17595,6859,1679,-4342,-1990,218,2424,radiant,36422.0,29454.0,27009.0,25015.0,20634.0,24956.0,17916.0,20419.0,18213.0,17664.0
105,31162,22918,20971,13119,11798,36336,31638,25450,13793,9630,-5174,-8720,-4479,-674,2168,-16879,dire,30882.0,35797.0,23190.0,31221.0,20614.0,24732.0,13242.0,13637.0,11668.0,9366.0
106,30518,29898,29730,17809,16257,27380,25810,25324,18940,18900,3138,4088,4406,-1131,-2643,7858,radiant,28379.0,27826.0,28515.0,26380.0,27318.0,25863.0,16089.0,19283.0,14587.0,19120.0
107,34465,25528,22917,17206,13341,27980,28479,28131,19959,14795,6485,-2951,-5214,-2753,-1454,-5887,radiant,34554.0,28485.0,23886.0,28994.0,22342.0,26639.0,16379.0,20365.0,13102.0,14902.0
108,27622,24319,23968,15785,13314,33014,29737,29273,16361,14958,-5392,-5418,-5305,-576,-1644,-18335,dire,27670.0,33050.0,24179.0,29578.0,24122.0,28846.0,16045.0,16304.0,13562.0,15267.0
109,33420,28051,26774,14234,13158,39626,28773,21558,15345,13232,-6206,-722,5216,-1111,-74,-2897,dire,33528.0,39101.0,28314.0,28318.0,26781.0,21231.0,14358.0,15443.0,13184.0,13281.0
110,33938,16578,19477,15163,11358,29556,28744,26403,17638,13570,4382,-12166,-6926,-2475,-2212,-19397,dire,32615.0,29710.0,15683.0,28917.0,18672.0,26707.0,14250.0,17914.0,11587.0,13781.0
111,31349,27786,24592,22105,14930,30943,28465,23514,20255,15277,406,-679,1078,1850,-347,2308,radiant,29743.0,30777.0,27868.0,28082.0,24279.0,23201.0,22143.0,20344.0,14546.0,15401.0
112,32968,25142,22130,18064,15689,29506,22808,20823,17843,11097,3462,2334,1307,221,4592,11916,radiant,32526.0,29909.0,24940.0,23051.0,21919.0,21175.0,17952.0,18201.0,15259.0,11282.0
113,28387,25127,19503,13631,9203,25226,24326,21774,15321,14067,3161,801,-2271,-1690,-4864,-4863,radiant,28464.0,25429.0,25264.0,24464.0,19654.0,21494.0,13793.0,15186.0,9342.0,14206.0
114,35421,23947,22183,21619,14508,31737,23114,21115,20375,14416,3684,833,1068,1244,92,6921,radiant,34611.0,31418.0,23440.0,23254.0,21345.0,20862.0,21187.0,20475.0,13848.0,14487.0
115,23936,21953,21066,14379,12481,35585,29153,22619,15755,14402,-11649,-7200,-1553,-1376,-1921,-23699,dire,24239.0,35220.0,22018.0,28687.0,21462.0,21827.0,14633.0,15445.0,12735.0,14154.0
116,37820,26142,18712,15869,15273,31893,26273,21478,19754,13467,5927,-131,-2766,-3885,1806,951,dire,37552.0,31580.0,25900.0,25552.0,19110.0,21623.0,15891.0,19748.0,15354.0,13374.0
117,31074,23865,20614,17357,17456,27516,27252,24649,18854,17750,3558,-3387,-4035,-1497,-294,-5655,radiant,30299.0,26694.0,24334.0,27913.0,20918.0,24157.0,17803.0,18474.0,17828.0,17427.0
118,28186,28637,25648,16627,10491,27985,25289,21604,16647,14440,201,3348,4044,-20,-3949,3624,radiant,27924.0,27162.0,27984.0,25699.0,24587.0,21937.0,16588.0,16910.0,10609.0,14670.0
119,30795,27222,25766,14425,13695,34123,19603,17682,13316,8503,-3328,7619,8084,1109,5192,18676,radiant,31197.0,34601.0,26781.0,19913.0,26182.0,17859.0,14735.0,13565.0,13992.0,8659.0
120,26900,25453,20632,16329,9963,33390,23622,22745,16701,15961,-6490,1831,-2113,-372,-5998,-13142,radiant,27339.0,32720.0,24967.0,23260.0,20867.0,22935.0,16720.0,15897.0,10227.0,15824.0
121,23962,21699,20855,14222,14159,34201,26093,23571,18553,16436,-10239,-4394,-2716,-4331,-2277,-23957,dire,23643.0,33452.0,21351.0,25836.0,20495.0,23624.0,14335.0,18246.0,14410.0,16011.0
122,31836,26675,25124,16235,13722,24266,24504,23487,21027,11607,7570,2171,1637,-4792,2115,8701,radiant,31663.0,23880.0,25947.0,25037.0,24979.0,23368.0,15830.0,21441.0,13122.0,11856.0
123,36538,24599,20858,15042,11842,27071,24710,24048,12165,11591,9467,-111,-3190,2877,251,9294,dire,36416.0,26928.0,24799.0,24715.0,21002.0,23941.0,15072.0,12024.0,12066.0,11507.0
124,34026,25940,20263,19999,15437,37972,22248,18573,13010,13031,-3946,3692,1690,6989,2406,10831,radiant,33277.0,37400.0,25320.0,22410.0,20296.0,18350.0,20041.0,13241.0,15261.0,13128.0
125,33697,21638,21001,13371,11824,33616,25917,21898,12713,12528,81,-4279,-897,658,-704,-5141,dire,33256.0,33077.0,20717.0,26154.0,20664.0,21472.0,13134.0,12794.0,11536.0,12561.0
126,35742,25878,20921,10338,10057,30460,29340,22985,15580,17289,5282,-3462,-2064,-5242,-7232,-12718,dire,34957.0,30254.0,25802.0,29590.0,20715.0,23294.0,10474.0,15732.0,10140.0,16997.0
