match_id,rad_pos1,rad_pos2,rad_pos3,rad_pos4,rad_pos5,rad_pos1_gold,rad_pos2_gold,rad_pos3_gold,rad_pos4_gold,rad_pos5_gold,rad_pos1_last_gold,rad_pos2_last_gold,rad_pos3_last_gold,rad_pos4_last_gold,rad_pos5_last_gold,dire_pos1,dire_pos2,dire_pos3,dire_pos4,dire_pos5,dire_pos1_gold,dire_pos2_gold,dire_pos3_gold,dire_pos4_gold,dire_pos5_gold,dire_pos1_last_gold,dire_pos2_last_gold,dire_pos3_last_gold,dire_pos4_last_gold,dire_pos5_last_gold,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,minute,winner
7517376613,25,8,84,26,5,"[0, 357, 715, 1130, 1578, 1968, 2261, 2861, 3399, 4064, 4468, 4937, 5415, 6018, 6399]","[0, 246, 591, 895, 1255, 1499, 1823, 2117, 2411, 2876, 3486, 3784, 4322, 4773, 5383]","[0, 247, 580, 826, 1235, 1481, 1876, 2279, 2656, 2944, 3407, 4263, 4601, 5348, 5885]","[0, 170, 260, 350, 440, 827, 1051, 1141, 1278, 1368, 1593, 2076, 2166, 2261, 2609]","[0, 170, 281, 395, 559, 699, 821, 937, 1148, 1390, 1719, 1809, 1899, 2053, 2237]",6399,5383,5885,2609,2237,77,54,23,68,86,"[0, 206, 526, 1001, 1374, 1820, 2030, 2674, 3072, 3451, 4215, 4906, 5199, 5495, 5954]","[0, 243, 639, 1406, 1775, 2054, 2395, 2844, 3405, 3797, 4308, 4613, 5439, 5890, 6445]","[0, 280, 664, 857, 1274, 1724, 2283, 2807, 3266, 3614, 4215, 4747, 5246, 5751, 6200]","[0, 170, 285, 444, 578, 668, 806, 1000, 1180, 1283, 1538, 1718, 2017, 2458, 2816]","[0, 170, 285, 375, 511, 650, 740, 875, 1055, 1194, 1457, 1637, 1870, 2085, 2692]",5954,6445,6200,2816,2692,445,-1062,-315,-207,-455,-1594,15,dire
7517420109,80,70,23,63,100,"[0, 245, 482, 901, 1226, 1720, 2196, 2613, 3126, 3656, 4014, 4528, 4977, 5336, 5917]","[0, 243, 397, 859, 1111, 1554, 2117, 2596, 3049, 3540, 4104, 4610, 5209, 5650, 6235]","[0, 244, 633, 916, 1375, 1957, 2416, 2835, 3416, 3789, 4416, 4825, 5508, 6145, 6524]","[0, 216, 331, 513, 649, 779, 914, 1004, 1219, 1309, 1756, 2115, 2559, 2654, 2798]","[0, 170, 331, 421, 511, 885, 1020, 1110, 1408, 1498, 1643, 1842, 2223, 2488, 2628]",5917,6235,6524,2798,2628,2,25,17,45,110,"[0, 209, 581, 1066, 1871, 2316, 3128, 3595, 4274, 4660, 5366, 6146, 6956, 8281, 9055]","[0, 170, 410, 740, 1025, 1332, 1593, 1938, 2183, 2739, 3308, 3845, 4458, 5380, 6276]","[0, 313, 606, 767, 1056, 1285, 1531, 1977, 2372, 2805, 3283, 3798, 4333, 4945, 5429]","[0, 170, 260, 350, 549, 639, 774, 1002, 1223, 1387, 1738, 2038, 2151, 2682, 2866]","[0, 270, 411, 501, 591, 681, 816, 996, 1086, 1424, 1728, 2084, 2222, 2614, 2798]",9055,6276,5429,2866,2798,-3138,-41,1095,-68,-170,-2322,15,radiant
7517437309,10,104,19,45,64,"[0, 197, 439, 738, 1066, 1445, 2121, 2750, 3379, 3855, 4435, 4961, 5608, 6047, 6944]","[0, 290, 549, 944, 1402, 1785, 2309, 2676, 3152, 3554, 4027, 4319, 4878, 5442, 5849]","[0, 256, 589, 718, 1033, 1536, 1798, 2094, 2630, 2720, 3508, 4073, 4657, 5176, 5584]","[0, 173, 263, 742, 832, 969, 1207, 1400, 1688, 1830, 2022, 2345, 2698, 2984, 3521]","[0, 129, 219, 357, 496, 631, 721, 855, 990, 1080, 1358, 1448, 1701, 1962, 2260]",6944,5849,5584,3521,2260,7,67,53,71,102,"[0, 356, 826, 1268, 1545, 2033, 2482, 2857, 3265, 3841, 4145, 4632, 5162, 6245, 6690]","[0, 282, 483, 803, 1085, 1413, 1801, 2196, 2865, 3306, 4158, 4378, 4743, 5136, 5570]","[0, 246, 523, 1224, 1556, 1724, 1853, 2033, 2369, 2722, 3084, 3298, 3470, 4161, 4643]","[0, 209, 299, 684, 818, 948, 1038, 1218, 1353, 1543, 1925, 2015, 2226, 2457, 2700]","[0, 209, 299, 435, 606, 815, 1015, 1243, 1458, 1606, 1943, 2033, 2413, 2803, 3026]",6690,5570,4643,2700,3026,254,279,941,821,-766,1529,15,dire
7517480603,1,33,11,100,30,"[0, 242, 587, 827, 1334, 1784, 2217, 3051, 3456, 3867, 4618, 5183, 5810, 6431, 7209]","[0, 244, 898, 1268, 1718, 2173, 2632, 3024, 3418, 4234, 4879, 5331, 5828, 6160, 6843]","[0, 289, 454, 837, 1306, 1601, 1904, 2157, 2694, 3889, 4419, 4813, 5453, 5963, 6734]","[0, 169, 325, 415, 535, 670, 805, 895, 985, 1325, 1588, 1754, 1998, 2093, 2371]","[0, 169, 259, 349, 518, 652, 834, 1089, 1179, 1314, 1854, 2238, 2433, 2566, 2771]",7209,6843,6734,2371,2771,44,19,57,21,5,"[0, 242, 515, 1000, 1337, 1662, 2086, 2452, 2711, 3036, 3574, 4068, 4617, 5042, 5637]","[0, 278, 550, 1004, 1410, 1826, 2182, 2642, 2732, 2945, 3557, 3979, 4783, 5253, 5659]","[0, 204, 490, 765, 1059, 1351, 1713, 1803, 2490, 2866, 3172, 3426, 3859, 4598, 5180]","[0, 169, 398, 488, 625, 759, 945, 1035, 1125, 1476, 1746, 1836, 2072, 2644, 3095]","[0, 169, 259, 395, 533, 623, 773, 923, 1049, 1139, 1409, 1499, 1700, 2073, 2296]",5637,5659,5180,3095,2296,1572,1184,1554,-724,475,4061,15,radiant
7517522012,69,10,76,83,86,"[155, 492, 863, 1265, 1666, 2338, 2971, 3440, 4158, 4702, 5463, 5935, 6700, 7907, 8298]","[0, 261, 673, 1043, 1391, 1893, 2311, 2839, 3198, 3749, 4277, 4949, 5585, 6600, 7366]","[155, 562, 775, 1065, 1468, 1948, 2310, 2798, 3082, 3504, 4202, 4610, 5115, 5872, 6309]","[89, 414, 504, 689, 861, 999, 1138, 1488, 1654, 1843, 2768, 2858, 3355, 3866, 4413]","[0, 155, 466, 634, 1019, 1180, 1270, 1360, 1450, 1675, 1841, 2018, 2401, 3198, 3383]",8298,7366,6309,4413,3383,12,129,28,26,87,"[110, 613, 814, 1144, 1473, 1730, 1911, 2465, 2885, 3478, 3749, 4415, 4946, 6258, 6805]","[243, 478, 678, 1001, 1413, 1815, 2127, 2341, 3273, 3626, 4620, 4948, 5399, 6217, 6503]","[378, 767, 1038, 1323, 1713, 2047, 2454, 2877, 3662, 3788, 4395, 4857, 5251, 5790, 6036]","[110, 408, 498, 636, 813, 990, 1160, 1390, 1700, 1919, 2369, 2785, 3060, 3317, 3808]","[210, 508, 598, 688, 822, 952, 1290, 1425, 1748, 1967, 2189, 2414, 2504, 2761, 2856]",6805,6503,6036,3808,2856,1493,863,273,605,527,3761,15,dire
7517581617,43,21,129,110,26,"[0, 325, 759, 1200, 1646, 2285, 3006, 3262, 3763, 4159, 4856, 5426, 5891, 6516, 6851]","[201, 524, 784, 1205, 1711, 2152, 2683, 3050, 3508, 3922, 4482, 5168, 6030, 6815, 7361]","[68, 367, 786, 1126, 1532, 1870, 2415, 2662, 3121, 3809, 4268, 4905, 5272, 5523, 6118]","[68, 278, 405, 570, 700, 790, 925, 1253, 1386, 1700, 2160, 2568, 3224, 3513, 3719]","[68, 278, 368, 505, 687, 877, 1190, 1297, 1468, 1640, 1978, 2688, 3080, 3331, 3549]",6851,7361,6118,3719,3549,14,120,102,68,86,"[181, 395, 629, 1163, 1661, 2119, 2332, 2991, 3358, 3845, 4361, 5146, 5758, 6276, 6633]","[449, 896, 1307, 1608, 1911, 2159, 2655, 3041, 3420, 4061, 4497, 4763, 5121, 5776, 6524]","[314, 567, 728, 1252, 1611, 1934, 2178, 2617, 3191, 3671, 4030, 4488, 4789, 5370, 5961]","[314, 509, 599, 759, 954, 1110, 1200, 1380, 1580, 1715, 2008, 2212, 2302, 2581, 3393]","[181, 311, 444, 534, 664, 842, 932, 1238, 1373, 1987, 2122, 2299, 2480, 2665, 3022]",6633,6524,5961,3393,3022,218,837,157,326,527,2065,15,dire
7517586007,46,42,97,50,86,"[0, 205, 463, 746, 1132, 1436, 2130, 2573, 2948, 3718, 4211, 4888, 5658, 5752, 6468]","[0, 223, 526, 1060, 1398, 1820, 2422, 2597, 2906, 3324, 4037, 4355, 4829, 5488, 5912]","[0, 173, 500, 818, 981, 1405, 2047, 2400, 3229, 3728, 4450, 5242, 5604, 6033, 6536]","[0, 356, 689, 992, 1130, 1548, 2128, 2339, 2584, 2825, 3064, 3265, 3628, 3722, 3871]","[0, 169, 259, 395, 564, 762, 947, 1134, 1378, 1859, 2279, 2417, 2653, 2803, 3133]",6468,5912,6536,3871,3133,22,29,71,14,26,"[0, 405, 687, 1095, 1538, 1792, 2021, 2651, 3174, 3539, 4088, 4354, 4744, 5525, 5875]","[0, 616, 865, 1199, 1661, 1957, 2278, 3006, 3441, 3621, 4143, 4233, 5369, 6024, 6695]","[0, 210, 348, 487, 912, 1193, 1328, 1756, 2342, 2564, 3228, 3370, 4225, 5159, 5732]","[0, 328, 526, 798, 1306, 1670, 1985, 2415, 2915, 3466, 3978, 4317, 5107, 6027, 6306]","[0, 268, 358, 587, 762, 852, 1072, 1388, 1478, 1568, 1703, 1793, 2059, 2606, 2701]",5875,6695,5732,6306,2701,593,-783,804,-2435,432,-1389,15,radiant
7517639708,48,51,61,5,26,"[0, 291, 659, 1030, 1472, 1870, 2430, 2817, 3265, 3758, 4864, 5440, 6388, 6942, 7557]","[0, 205, 495, 822, 1182, 1503, 1712, 2142, 2412, 2830, 3117, 3523, 4322, 4955, 5517]","[0, 242, 456, 741, 997, 1310, 1602, 2027, 2543, 2911, 3253, 4113, 4414, 4965, 5404]","[0, 170, 260, 350, 440, 530, 668, 797, 1233, 1323, 1568, 1898, 2395, 2653, 2748]","[0, 170, 298, 485, 657, 794, 884, 1010, 1281, 1418, 1869, 2125, 2462, 2556, 2973]",7557,5517,5404,2748,2973,69,6,39,114,84,"[0, 335, 711, 1158, 1586, 1903, 2774, 3156, 3565, 4358, 4812, 5248, 6318, 6891, 7885]","[0, 282, 599, 848, 1092, 1363, 1793, 1992, 2100, 2371, 2811, 3058, 3598, 4277, 5068]","[0, 251, 550, 952, 1246, 1664, 2118, 2478, 2808, 3234, 3625, 4254, 4556, 5143, 5472]","[0, 170, 298, 435, 525, 660, 750, 840, 930, 1020, 1286, 1469, 1803, 2266, 2937]","[0, 170, 260, 350, 440, 530, 705, 836, 926, 1016, 1126, 1360, 1612, 1920, 2454]",7885,5068,5472,2937,2454,-328,449,-68,-189,519,383,15,dire
7519064617,6,25,129,7,84,"[0, 216, 378, 775, 1220, 1590, 2038, 2676, 3186, 3650, 4107, 4562, 5056, 5555, 6296]","[0, 367, 644, 1020, 1309, 1627, 2120, 2645, 3162, 3532, 3777, 4143, 4698, 5175, 5892]","[0, 251, 503, 790, 1040, 1377, 1818, 2468, 2914, 3751, 4216, 4592, 5160, 5370, 5750]","[0, 169, 259, 349, 439, 529, 663, 978, 1117, 1289, 1574, 1709, 2241, 2584, 2787]","[0, 169, 259, 446, 536, 672, 811, 1125, 1215, 1305, 1444, 1583, 1673, 1768, 1971]",6296,5892,5750,2787,1971,104,101,44,53,85,"[0, 368, 728, 1261, 1672, 2021, 2465, 2816, 3352, 3908, 4347, 4904, 5479, 6088, 6571]","[0, 316, 708, 1074, 1488, 1926, 2416, 2794, 3213, 3716, 4510, 5001, 5469, 5879, 6419]","[0, 354, 679, 1008, 1347, 1694, 1858, 2105, 2485, 3055, 3397, 3890, 4364, 4890, 5272]","[0, 244, 334, 424, 560, 650, 740, 902, 1090, 1364, 1630, 1950, 2429, 2759, 3085]","[0, 244, 334, 471, 599, 689, 826, 983, 1084, 1196, 1296, 1697, 1787, 1996, 2091]",6571,6419,5272,3085,2091,-275,-527,478,-298,-120,-742,15,radiant
7519118314,53,10,20,136,51,"[0, 250, 378, 653, 1061, 1371, 1809, 2009, 2504, 2909, 3633, 4609, 4871, 5506, 5910]","[0, 291, 568, 865, 1278, 1721, 2135, 2419, 3015, 3438, 4120, 4761, 5247, 5897, 6445]","[0, 239, 368, 723, 1136, 1958, 2287, 2538, 3248, 3515, 3823, 4397, 4870, 5478, 5961]","[0, 230, 320, 410, 592, 859, 1012, 1102, 1603, 1783, 2109, 2537, 2786, 3051, 3146]","[0, 429, 519, 624, 762, 892, 982, 1072, 1236, 1656, 1881, 2214, 2304, 2681, 2776]",5910,6445,5961,3146,2776,48,80,23,112,83,"[0, 209, 450, 657, 851, 1013, 1223, 1708, 1934, 2239, 2655, 2993, 3380, 3974, 4735]","[0, 283, 519, 754, 1151, 1543, 1895, 2243, 2471, 2818, 3231, 3726, 4054, 4594, 5065]","[0, 243, 515, 768, 1050, 1339, 1854, 2438, 2895, 3453, 4263, 4923, 5538, 6159, 6548]","[0, 209, 299, 471, 611, 763, 932, 1022, 1418, 1508, 1839, 2087, 2177, 2794, 2969]","[0, 209, 299, 441, 561, 688, 813, 1142, 1232, 1358, 1794, 2004, 2094, 2382, 2571]",4735,5065,6548,2969,2571,1175,1380,-587,177,205,2350,15,dire
