match_id,rad_pos1,rad_pos2,rad_pos3,rad_pos4,rad_pos5,rad_pos1_gold,rad_pos2_gold,rad_pos3_gold,rad_pos4_gold,rad_pos5_gold,rad_pos1_last_gold,rad_pos2_last_gold,rad_pos3_last_gold,rad_pos4_last_gold,rad_pos5_last_gold,dire_pos1,dire_pos2,dire_pos3,dire_pos4,dire_pos5,dire_pos1_gold,dire_pos2_gold,dire_pos3_gold,dire_pos4_gold,dire_pos5_gold,dire_pos1_last_gold,dire_pos2_last_gold,dire_pos3_last_gold,dire_pos4_last_gold,dire_pos5_last_gold,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,minute,winner
7519162603,61,102,96,64,45,"[0, 291, 612, 1035, 1508, 1882, 2354, 2896, 3649, 4201, 5082, 5915, 6556, 7469, 8175]","[0, 205, 533, 949, 1268, 1677, 2166, 2609, 3399, 3781, 4075, 4351, 4841, 5474, 6358]","[0, 298, 524, 798, 1133, 1612, 1908, 2229, 2712, 3450, 4105, 4705, 5174, 5746, 6182]","[100, 270, 378, 512, 996, 1101, 1878, 2222, 2532, 2812, 3396, 3719, 4241, 4915, 5256]","[0, 170, 260, 350, 490, 672, 844, 1042, 1222, 1629, 1854, 1988, 2324, 2556, 3379]",8175,6358,6182,5256,3379,10,28,120,121,20,"[0, 204, 473, 627, 816, 1014, 1355, 1646, 1885, 2274, 3020, 3550, 4005, 4610, 5222]","[0, 242, 530, 796, 1032, 1380, 1553, 1972, 2217, 2993, 3664, 4142, 4563, 4684, 5237]","[0, 241, 485, 840, 1258, 1790, 1925, 2270, 2700, 3274, 3908, 4170, 4734, 4988, 5426]","[0, 170, 383, 498, 588, 989, 1124, 1311, 1401, 1724, 2049, 2199, 2411, 2554, 2837]","[0, 170, 310, 522, 626, 768, 907, 1042, 1182, 1272, 1644, 1793, 2007, 2102, 2384]",5222,5237,5426,2837,2384,2953,1121,756,2419,995,8244,15,radiant
7519175015,54,14,96,5,79,"[0, 217, 612, 1047, 1568, 2083, 2758, 3014, 3646, 4211, 4809, 5524, 6269, 7004, 7759]","[0, 250, 871, 1656, 2116, 2874, 3311, 3943, 4470, 5191, 5690, 6320, 7167, 7826, 8472]","[0, 243, 543, 985, 1347, 1747, 2148, 2559, 3069, 3460, 4198, 4764, 5069, 5256, 5771]","[0, 130, 316, 454, 897, 1087, 1328, 1621, 1813, 2139, 2394, 2720, 2989, 3250, 3536]","[0, 130, 220, 358, 544, 682, 772, 907, 1086, 1220, 1310, 1503, 2006, 2318, 2413]",7759,8472,5771,3536,2413,10,17,2,88,20,"[0, 326, 618, 962, 1215, 1725, 2141, 2648, 3175, 3749, 4481, 4873, 5498, 6434, 7018]","[0, 327, 600, 690, 1110, 1485, 1956, 2820, 3368, 3885, 4277, 4704, 5253, 5818, 6349]","[0, 249, 423, 751, 1074, 1330, 1637, 1823, 2323, 2720, 3315, 3885, 4529, 5146, 5834]","[0, 259, 349, 473, 645, 735, 954, 1411, 1699, 2042, 2271, 2653, 3048, 3427, 3607]","[0, 210, 300, 390, 480, 713, 848, 938, 1104, 1259, 1597, 1687, 1982, 2280, 2375]",7018,6349,5834,3607,2375,741,2123,-63,-71,38,2768,15,radiant
7519190619,65,113,47,136,66,"[0, 367, 695, 1355, 1741, 2154, 3095, 3759, 4336, 4917, 5553, 5973, 7249, 7556, 7968]","[0, 257, 541, 791, 1054, 1182, 1545, 2124, 2725, 2992, 3558, 3796, 4198, 4834, 5496]","[0, 205, 366, 647, 948, 1287, 1615, 2027, 2209, 2570, 3050, 3459, 3929, 4644, 5062]","[0, 170, 260, 578, 668, 805, 940, 1286, 1527, 1769, 1938, 2112, 2413, 2810, 3396]","[0, 170, 260, 370, 512, 693, 1174, 1497, 1682, 1968, 2240, 2458, 2724, 3386, 3834]",7968,5496,5062,3396,3834,109,93,96,5,85,"[0, 469, 711, 1275, 1481, 1923, 2123, 2462, 2891, 3159, 3483, 4039, 4646, 5022, 5497]","[0, 609, 1014, 1215, 1632, 1990, 2300, 2845, 3345, 3861, 4237, 4810, 5302, 6828, 7575]","[0, 307, 468, 876, 1052, 1582, 1792, 2065, 2529, 2917, 3119, 3439, 4085, 4584, 5104]","[0, 299, 435, 634, 724, 921, 1100, 1253, 1588, 1678, 1860, 2003, 2349, 2978, 3127]","[0, 299, 389, 885, 1011, 1187, 1326, 1507, 1695, 1913, 2003, 2201, 2474, 2900, 3135]",5497,7575,5104,3127,3135,2471,-2079,-42,269,699,1318,15,radiant
7519467519,21,25,14,121,51,"[0, 301, 705, 916, 1252, 1578, 2003, 2335, 2977, 3493, 3838, 4013, 4879, 5524, 6118]","[0, 298, 493, 827, 1281, 1661, 2384, 2567, 3026, 3377, 4206, 4296, 5116, 5564, 6051]","[0, 337, 780, 952, 1288, 1680, 2225, 2803, 3279, 3575, 4197, 4301, 4769, 5223, 5575]","[0, 210, 578, 929, 1063, 1318, 1474, 1732, 1867, 2146, 2715, 2805, 3130, 3403, 3634]","[0, 210, 300, 390, 480, 570, 705, 840, 982, 1072, 1481, 1692, 1920, 2205, 2390]",6118,6051,5575,3634,2390,94,69,80,66,5,"[0, 285, 605, 1052, 1246, 1693, 2027, 2352, 2780, 3079, 3369, 3959, 4339, 5244, 5777]","[0, 239, 453, 1023, 1553, 2039, 2275, 2597, 3300, 3805, 4350, 5233, 6016, 6578, 7138]","[0, 234, 488, 690, 900, 1274, 1664, 2319, 2692, 3074, 3164, 3891, 4179, 4739, 5496]","[0, 199, 289, 443, 552, 751, 958, 1143, 1381, 1624, 1844, 2163, 2481, 2913, 3478]","[0, 467, 601, 850, 1076, 1335, 1480, 1697, 2107, 2234, 2756, 3376, 3476, 4103, 4450]",5777,7138,5496,3478,4450,341,-1087,79,156,-2060,-2571,15,radiant
7519553415,59,76,23,112,20,"[0, 290, 470, 689, 1074, 1586, 2107, 2402, 2791, 3365, 3926, 4456, 4991, 6026, 6844]","[0, 209, 467, 841, 1322, 1611, 1967, 2348, 2607, 3097, 3600, 4240, 4749, 5115, 5882]","[0, 335, 534, 926, 1211, 1374, 2168, 2378, 3006, 3281, 3605, 4027, 4369, 4865, 5374]","[0, 170, 260, 398, 488, 773, 1001, 1164, 1374, 1630, 1950, 2511, 2713, 2979, 3130]","[0, 170, 260, 350, 456, 634, 797, 920, 1169, 1779, 1914, 2182, 2272, 2598, 2891]",6844,5882,5374,3130,2891,53,106,96,51,5,"[0, 219, 500, 1047, 1425, 1829, 2159, 2350, 2630, 3380, 3821, 4146, 5262, 6071, 6729]","[0, 204, 567, 812, 1022, 1301, 1609, 1750, 2673, 2975, 3194, 3581, 3773, 4259, 4649]","[0, 206, 529, 978, 1299, 1874, 2217, 2354, 2813, 3155, 3596, 4300, 4970, 5332, 5579]","[0, 270, 360, 461, 708, 798, 933, 1200, 1416, 1701, 1879, 2075, 2317, 2504, 2835]","[0, 170, 260, 423, 559, 1015, 1443, 1533, 1917, 2142, 2277, 2453, 2543, 2692, 2822]",6729,4649,5579,2835,2822,115,1233,-205,295,69,1507,15,dire
7519656307,61,1,23,121,45,"[0, 326, 660, 906, 1396, 1647, 1900, 2163, 2692, 3185, 3560, 4088, 4887, 5314, 5716]","[0, 281, 519, 771, 1045, 1331, 1500, 1714, 2329, 2662, 2928, 3172, 3454, 4056, 4426]","[0, 242, 410, 785, 1073, 1243, 1419, 1665, 1977, 2105, 2348, 2862, 3041, 3438, 3713]","[0, 371, 481, 651, 877, 967, 1338, 1477, 1758, 1848, 1938, 2064, 2208, 2453, 2596]","[0, 203, 293, 429, 606, 752, 842, 932, 1112, 1202, 1292, 1431, 1575, 1801, 2114]",5716,4426,3713,2596,2114,113,98,20,100,26,"[0, 410, 814, 1051, 1535, 2029, 2282, 2868, 3760, 4196, 5217, 5711, 6300, 6616, 7309]","[0, 387, 748, 1112, 1351, 1794, 2007, 2450, 2850, 3398, 4252, 5060, 5704, 6220, 7251]","[0, 303, 835, 1091, 1469, 1810, 2271, 2942, 3070, 3613, 4476, 4734, 5212, 5639, 6128]","[0, 536, 694, 819, 958, 1094, 1280, 1524, 1744, 2125, 2813, 3074, 3164, 3617, 3900]","[0, 413, 503, 593, 840, 998, 1134, 1338, 1568, 1658, 2353, 2624, 3059, 3491, 3909]",7309,7251,6128,3900,3909,-1593,-2825,-2415,-1304,-1795,-9932,15,dire
7519735705,10,39,129,79,83,"[0, 288, 573, 892, 1347, 1620, 2031, 2445, 2706, 3241, 3697, 4533, 4659, 5096, 5433]","[0, 290, 543, 797, 1243, 1586, 1919, 2595, 3248, 3692, 4439, 5001, 5091, 5615, 5823]","[0, 258, 642, 923, 1335, 1683, 1975, 2391, 2791, 3201, 3558, 4108, 4375, 4739, 4884]","[0, 170, 260, 398, 534, 624, 714, 976, 1131, 1269, 1775, 1952, 2277, 2846, 3740]","[0, 272, 362, 452, 542, 749, 927, 1151, 1275, 1365, 1455, 1678, 1768, 1907, 2084]",5433,5823,4884,3740,2084,113,22,104,86,102,"[0, 260, 505, 883, 1292, 1416, 1883, 2294, 2674, 3092, 3345, 3806, 4842, 5510, 6546]","[0, 295, 700, 1023, 1324, 1707, 2149, 2413, 2753, 3045, 3620, 4325, 5623, 6062, 7154]","[0, 208, 455, 703, 1033, 1370, 1747, 2063, 2476, 2669, 3145, 3421, 3980, 4798, 5356]","[0, 170, 309, 399, 600, 739, 913, 1094, 1231, 1391, 1481, 1822, 2174, 2485, 3002]","[0, 170, 262, 398, 576, 701, 1149, 1239, 1329, 1453, 1543, 1633, 2142, 2465, 3137]",6546,7154,5356,3002,3137,-1113,-1331,-472,738,-1053,-3231,15,radiant
7519862310,61,19,23,58,92,"[0, 214, 498, 941, 1101, 1274, 1603, 2130, 2732, 3036, 3884, 4046, 4768, 5629, 6722]","[0, 527, 938, 1393, 1656, 2118, 2418, 2891, 3641, 4058, 4526, 5341, 6117, 6367, 7151]","[0, 240, 602, 1044, 1339, 1879, 2134, 2557, 3020, 3408, 3573, 4184, 4670, 5360, 5980]","[0, 455, 614, 864, 954, 1282, 1386, 1533, 2260, 2701, 3292, 3538, 3682, 4195, 5142]","[0, 379, 469, 753, 843, 1082, 1220, 1384, 1844, 2024, 2224, 2314, 2641, 2901, 3813]",6722,7151,5980,5142,3813,4,25,21,20,31,"[0, 429, 828, 1235, 1603, 2054, 2643, 3202, 3467, 3830, 4233, 4742, 5312, 5778, 6080]","[0, 463, 823, 1139, 1471, 1763, 2080, 2399, 2660, 2927, 3078, 3571, 3937, 4357, 4746]","[0, 130, 305, 593, 929, 1495, 1689, 1873, 2100, 2533, 3279, 3369, 4078, 4263, 5000]","[0, 529, 659, 796, 949, 1167, 1321, 1487, 1611, 2301, 2545, 2635, 3018, 3293, 4208]","[0, 312, 442, 532, 718, 911, 1090, 1365, 1455, 1904, 2039, 2129, 2330, 2594, 3159]",6080,4746,5000,4208,3159,642,2405,980,934,654,5615,15,radiant
7520266915,109,114,84,123,30,"[0, 323, 521, 965, 1379, 1828, 2299, 2808, 3491, 3871, 4538, 5258, 6098, 6623, 7254]","[0, 358, 717, 1151, 1589, 2056, 2604, 3142, 3796, 4402, 4896, 5588, 6235, 6676, 7160]","[0, 291, 571, 926, 1346, 1753, 2115, 2601, 3285, 3772, 4615, 5249, 5888, 6227, 6677]","[0, 169, 275, 395, 531, 1106, 1245, 1555, 1720, 2017, 2387, 2793, 3296, 3987, 4235]","[0, 169, 259, 534, 690, 827, 966, 1056, 1404, 1683, 1865, 2099, 2356, 2638, 2871]",7254,7160,6677,4235,2871,17,10,21,97,5,"[0, 331, 701, 1240, 1687, 2194, 2744, 3255, 3771, 3861, 4425, 4893, 5594, 6307, 7032]","[0, 205, 444, 819, 1029, 1325, 1814, 2084, 2386, 2704, 3040, 3480, 3919, 4439, 5281]","[0, 206, 419, 662, 1003, 1170, 1390, 1738, 2133, 2395, 2753, 2843, 3056, 3522, 4276]","[0, 205, 344, 482, 612, 778, 955, 1294, 1478, 1744, 2166, 2315, 2787, 3040, 3502]","[0, 169, 300, 416, 546, 692, 868, 1092, 1285, 1544, 1679, 1807, 2033, 2128, 2590]",7032,5281,4276,3502,2590,222,1879,2401,733,281,5516,15,radiant
7520505806,10,120,78,51,26,"[0, 248, 375, 738, 942, 1352, 1647, 2032, 2227, 2944, 3458, 3985, 4924, 5332, 5806]","[0, 282, 677, 999, 1374, 2096, 2344, 2577, 3225, 3747, 4608, 4942, 5860, 5991, 6784]","[0, 318, 593, 910, 1221, 1555, 1933, 2435, 2952, 3398, 4018, 4519, 4910, 5213, 5990]","[0, 210, 348, 484, 574, 774, 864, 1099, 1334, 1606, 2163, 2541, 2922, 3017, 3522]","[0, 210, 350, 488, 651, 839, 1022, 1451, 1671, 1943, 2078, 2172, 2424, 2721, 3103]",5806,6784,5990,3522,3103,13,41,71,20,68,"[0, 239, 558, 932, 1354, 1630, 2079, 2930, 3395, 3706, 4048, 4497, 5023, 6242, 6408]","[0, 164, 444, 684, 853, 1213, 1444, 1900, 2189, 2608, 3177, 4023, 4548, 4923, 5572]","[0, 164, 397, 595, 1083, 1250, 1830, 2274, 2613, 2779, 2956, 3385, 3693, 4152, 4617]","[0, 130, 402, 492, 746, 870, 1008, 1439, 1750, 1840, 2017, 2161, 2299, 3013, 3526]","[0, 130, 220, 310, 445, 535, 640, 805, 985, 1075, 1252, 1576, 1846, 2198, 2458]",6408,5572,4617,3526,2458,-602,1212,1373,-4,645,2624,15,dire
