,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,winner,rad_pos1_predicted_last_gold,dire_pos1_predicted_last_gold,rad_pos2_predicted_last_gold,dire_pos2_predicted_last_gold,rad_pos3_predicted_last_gold,dire_pos3_predicted_last_gold,rad_pos4_predicted_last_gold,dire_pos4_predicted_last_gold,rad_pos5_predicted_last_gold,dire_pos5_predicted_last_gold
72,-7813,-8018,-4704,-4812,-4745,-30092,dire,11926.0,19189.0,11018.0,18070.0,10730.0,15159.0,7768.0,12096.0,6297.0,10441.0
73,2614,-2516,1165,1312,1786,4361,radiant,18867.0,16418.0,14225.0,16781.0,12950.0,12046.0,10526.0,9272.0,10165.0,8527.0
74,-6939,-1576,-732,685,-382,-8944,dire,18259.0,24736.0,16796.0,17235.0,16585.0,15697.0,8932.0,8117.0,6187.0,6479.0
75,-105,-765,-4960,4454,1398,22,dire,23131.0,22268.0,16943.0,16977.0,10439.0,14538.0,13038.0,8292.0,8114.0,6443.0
76,-5226,-4412,-67,1888,1033,-6784,dire,18764.0,23518.0,13322.0,17927.0,13160.0,13282.0,8574.0,6587.0,7565.0,6249.0
77,-2152,936,-3755,470,-611,-5112,radiant,15625.0,17576.0,17095.0,16651.0,11870.0,15588.0,7563.0,7357.0,7346.0,7890.0
78,-34,-2550,-1303,-2877,-1975,-8739,dire,15700.0,15873.0,12883.0,15424.0,13335.0,14708.0,7375.0,10566.0,7060.0,9059.0
79,-9528,-2574,-5418,-7576,-5238,-30334,dire,15094.0,22087.0,13392.0,15471.0,9237.0,13511.0,5481.0,12089.0,5253.0,9474.0
80,5182,4117,2684,2561,2944,17488,radiant,25137.0,20888.0,16990.0,13348.0,14548.0,12404.0,9940.0,8351.0,10393.0,8026.0
81,-2841,1512,1929,-1980,784,-596,radiant,13933.0,16137.0,15340.0,13808.0,14844.0,12788.0,9576.0,10950.0,9285.0,8625.0
82,4119,-2224,748,-1850,-2761,-1968,radiant,19155.0,16575.0,15374.0,18125.0,14352.0,14730.0,7524.0,9739.0,6993.0,10093.0
83,-5277,-4418,-2537,-4692,-3024,-19948,dire,13617.0,18709.0,12034.0,16311.0,12311.0,14093.0,6625.0,10966.0,5757.0,8335.0
84,-872,640,-2129,-1896,-394,-4651,dire,17789.0,18677.0,13636.0,13236.0,11490.0,13057.0,6836.0,8662.0,6328.0,6963.0
85,-2269,-190,76,-6690,340,-8733,radiant,14823.0,16483.0,15978.0,14915.0,13778.0,14296.0,7086.0,13222.0,9158.0,8517.0
86,1551,-1391,-181,-1312,1461,128,radiant,22785.0,20046.0,13237.0,13888.0,13903.0,13374.0,8156.0,9262.0,8475.0,6845.0
87,5697,-5526,-2066,281,-2565,-4179,dire,25661.0,20197.0,12927.0,18015.0,13182.0,15447.0,9736.0,9109.0,7656.0,10101.0
88,-661,-1773,2392,-5805,-2746,-8593,radiant,15494.0,16421.0,16846.0,18880.0,15457.0,13412.0,8286.0,13752.0,7447.0,10311.0
89,2949,84,-17,674,3915,7605,radiant,21013.0,18405.0,14517.0,14538.0,15284.0,14970.0,9898.0,9277.0,10339.0,6379.0
90,2849,735,5736,2841,4842,17003,radiant,18083.0,16692.0,16303.0,16081.0,15862.0,11310.0,12139.0,9867.0,11565.0,7604.0
91,-3314,-2828,-3622,-1768,-231,-11763,dire,13975.0,18339.0,13642.0,17578.0,12217.0,15787.0,8118.0,9889.0,6034.0,6636.0
92,-4419,-3958,-2804,-1230,1836,-10575,dire,13344.0,17519.0,12358.0,16132.0,10649.0,13107.0,7450.0,8491.0,9023.0,7147.0
93,-3048,2175,828,-2967,-3090,-6102,radiant,17057.0,19475.0,15611.0,13559.0,12656.0,12125.0,7561.0,10277.0,6601.0,9349.0
94,542,4498,592,-334,711,6009,radiant,17370.0,16519.0,18444.0,13305.0,15500.0,14513.0,8986.0,9196.0,8750.0,7597.0
95,705,246,1470,1737,1526,5684,radiant,15911.0,15939.0,17312.0,16675.0,16547.0,15312.0,10408.0,8455.0,8638.0,7244.0
96,3287,-40,1786,-1664,-1374,1995,dire,18691.0,15497.0,14949.0,15113.0,14111.0,12352.0,8721.0,10132.0,7271.0,8998.0
97,-3464,718,-729,31,272,-3172,dire,18359.0,20790.0,15902.0,14640.0,13781.0,13812.0,8604.0,7968.0,8428.0,7714.0
98,-5150,-1393,-441,-437,-1734,-9155,dire,16970.0,22198.0,14487.0,15717.0,13093.0,13766.0,8236.0,8445.0,6849.0,8746.0
99,-5385,-2993,-3801,-1940,-2359,-16478,dire,15075.0,20310.0,12095.0,14892.0,12848.0,16592.0,7863.0,9621.0,8360.0,10722.0
100,4640,1771,1360,1278,1998,11047,radiant,20067.0,15841.0,17494.0,15768.0,14762.0,12765.0,9039.0,7605.0,9027.0,6939.0
101,9304,732,1453,1531,1105,14125,radiant,24836.0,15213.0,14351.0,14089.0,14349.0,12809.0,9127.0,7915.0,7776.0,6702.0
102,-670,1995,-1380,-1660,1048,-667,dire,17572.0,17352.0,13717.0,10816.0,12855.0,12719.0,8841.0,10184.0,6988.0,5631.0
103,3425,-1077,-368,6,3819,5805,radiant,19427.0,16673.0,13157.0,14528.0,14075.0,14772.0,9190.0,9738.0,10336.0,6879.0
104,-1374,-443,-4153,-4104,-2848,-12922,dire,15699.0,18588.0,16364.0,17991.0,11948.0,17233.0,9607.0,14478.0,6985.0,10465.0
105,359,2414,336,819,2908,6836,radiant,16883.0,16213.0,14881.0,12364.0,12619.0,12532.0,10804.0,10093.0,10407.0,7640.0
106,-7381,552,57,-3170,-1431,-11373,dire,13025.0,20486.0,12027.0,11176.0,12817.0,12238.0,9351.0,12335.0,7168.0,8601.0
107,-1728,1992,278,-1293,1258,507,radiant,15130.0,16939.0,15361.0,13324.0,12411.0,11872.0,8583.0,9912.0,7865.0,6691.0
108,4851,2471,-907,-1077,-494,4844,dire,19749.0,15163.0,15119.0,13241.0,14150.0,15083.0,11014.0,11600.0,9690.0,10181.0
109,-6589,-1572,-1843,-2387,251,-12140,dire,15821.0,22496.0,14825.0,16138.0,13837.0,15625.0,8168.0,10434.0,8390.0,7780.0
110,-903,-3035,-3434,511,1901,-4960,radiant,19470.0,19866.0,14272.0,16994.0,12436.0,15466.0,10816.0,9995.0,10414.0,8264.0
111,-9461,-2735,-5300,-883,-459,-18838,dire,15662.0,23912.0,13144.0,15604.0,9100.0,13763.0,6853.0,6491.0,6452.0,6285.0
112,-1712,2868,587,1541,-820,2464,radiant,16170.0,18146.0,16881.0,13805.0,13316.0,12477.0,11387.0,9679.0,8851.0,9546.0
113,10256,2906,3660,3741,3316,23879,radiant,22638.0,12553.0,16474.0,13112.0,15882.0,12579.0,10757.0,7451.0,10288.0,7587.0
114,-1480,-1773,-2422,-1159,-1268,-8102,dire,18685.0,19322.0,16327.0,17604.0,15138.0,16953.0,10127.0,11092.0,8484.0,8929.0
115,2177,-3747,-3665,-2017,-45,-7297,dire,19318.0,17267.0,12028.0,15367.0,10943.0,14439.0,7845.0,9785.0,8114.0,7904.0
116,516,-2269,-694,-2177,-269,-4893,dire,18594.0,18636.0,16234.0,18512.0,14106.0,15181.0,7324.0,9742.0,6013.0,6790.0
117,-2303,-1135,1680,-4779,-1334,-7871,dire,15472.0,17366.0,14561.0,15343.0,13982.0,12617.0,8756.0,13744.0,8947.0,10376.0
118,-6692,-3242,-1024,-1819,-979,-13756,dire,16107.0,22246.0,13803.0,17099.0,11385.0,12940.0,11106.0,12967.0,8763.0,9439.0
119,-9526,-1458,-3272,-1566,-2027,-17849,dire,16528.0,25725.0,14952.0,16151.0,11800.0,14855.0,7840.0,8886.0,7260.0,9418.0
120,-1830,-2488,385,1025,-3991,-6899,dire,14650.0,18370.0,13490.0,15881.0,13615.0,14171.0,10625.0,10668.0,6330.0,10994.0
121,-3685,2541,1080,-2864,2122,-806,radiant,18841.0,22680.0,18458.0,15154.0,17429.0,16021.0,8198.0,10859.0,9705.0,7543.0
122,-3121,-4086,-5034,1003,-970,-12208,dire,14237.0,17029.0,14554.0,18637.0,10614.0,15308.0,9077.0,7692.0,6999.0,7885.0
123,474,3351,3957,282,1729,9793,radiant,17483.0,16829.0,16580.0,13290.0,15684.0,11879.0,11139.0,10738.0,8233.0,6362.0
124,4388,7491,4416,4027,4715,25037,radiant,21714.0,17994.0,19397.0,13390.0,16334.0,12309.0,12017.0,8559.0,10492.0,6432.0
125,-396,-3236,-3186,-3079,-2239,-12136,dire,16998.0,17585.0,15311.0,18678.0,11188.0,14327.0,7978.0,10919.0,8171.0,10507.0
126,-350,1404,422,-184,-1658,-366,dire,18655.0,18974.0,14616.0,13153.0,13749.0,13036.0,8805.0,8004.0,6394.0,8107.0
127,657,1457,3124,-1459,-1517,2262,radiant,21315.0,20200.0,17779.0,15261.0,16082.0,12161.0,8882.0,10325.0,6902.0,8176.0
128,-3491,-4363,-2858,-2672,-2238,-15622,dire,16715.0,19027.0,15192.0,19484.0,13373.0,15731.0,9015.0,11274.0,7392.0,9322.0
129,534,-1926,1753,2704,-337,2728,dire,18196.0,17312.0,15713.0,18132.0,14710.0,13403.0,11645.0,9293.0,8846.0,9458.0
130,-6105,-4569,-4649,-8857,-3951,-28131,dire,15926.0,21977.0,13343.0,18507.0,13109.0,18008.0,7895.0,16827.0,5869.0,9799.0
131,8598,3268,-510,2315,2187,15858,radiant,26311.0,17858.0,19574.0,16301.0,13716.0,14289.0,9141.0,7275.0,8980.0,7075.0
132,1808,-3201,-1824,-1164,-1551,-5932,dire,19224.0,17399.0,12289.0,15574.0,11465.0,13524.0,7267.0,8367.0,6567.0,8003.0
133,1148,2058,1386,1224,1423,7239,radiant,20653.0,19591.0,15880.0,13701.0,12715.0,10545.0,10616.0,9188.0,10002.0,8145.0
134,9178,1725,-515,-646,421,10163,radiant,24544.0,14244.0,16029.0,13203.0,13276.0,12219.0,11149.0,10885.0,10564.0,9460.0
135,-7019,-2570,-7676,-2558,-4833,-24656,dire,19037.0,26792.0,16556.0,19480.0,12544.0,19628.0,8977.0,11811.0,5677.0,10641.0
136,4235,5808,5589,1565,1341,18538,radiant,21446.0,17971.0,17837.0,12502.0,16530.0,11117.0,8803.0,7574.0,7876.0,6884.0
137,2242,-3738,-29,-102,1326,-301,dire,19130.0,16219.0,15061.0,18854.0,15413.0,14691.0,9345.0,8845.0,8882.0,7808.0
138,4014,1979,487,2589,-2117,6952,dire,17657.0,13488.0,17798.0,15369.0,14579.0,14027.0,10976.0,8206.0,8161.0,10036.0
139,-556,1931,-2243,-1961,19,-2810,dire,17517.0,18039.0,16174.0,13955.0,12406.0,14920.0,7950.0,9849.0,8049.0,8059.0
140,10643,-1611,3415,2641,1460,16548,radiant,29326.0,19886.0,16315.0,18559.0,15970.0,13093.0,11502.0,9648.0,9624.0,9355.0
141,-3155,-2437,-2085,-1248,-1030,-9955,dire,18056.0,19906.0,15872.0,18146.0,15040.0,16276.0,10029.0,9923.0,8246.0,8393.0
142,2439,2037,2839,3279,-570,10024,radiant,18209.0,15943.0,17365.0,14929.0,15754.0,13382.0,13493.0,10702.0,7846.0,8319.0
143,-4699,-3201,-3557,3469,2727,-5261,dire,16194.0,19542.0,14545.0,18233.0,14493.0,19027.0,11139.0,7867.0,11562.0,7877.0
144,3321,1104,6282,1287,1559,13553,radiant,20635.0,18080.0,15523.0,15965.0,15702.0,10203.0,9730.0,9051.0,8111.0,6951.0
145,6505,-1552,5117,-3123,363,7310,dire,21057.0,13725.0,13560.0,13824.0,16630.0,11238.0,8539.0,11064.0,9815.0,9105.0
146,-6630,-2019,-3731,-2101,-543,-15024,dire,14844.0,21025.0,14118.0,15744.0,11195.0,13846.0,7390.0,9313.0,6433.0,7237.0
147,-6183,1444,-1096,-3841,-372,-10048,dire,17744.0,21927.0,15403.0,13057.0,14227.0,14542.0,8321.0,11856.0,9023.0,8778.0
148,-3187,-2488,-5909,-4828,-2978,-19390,dire,14752.0,17001.0,13419.0,16403.0,9208.0,14546.0,6492.0,11237.0,6945.0,10065.0
149,6229,2564,1483,-3119,2636,9793,radiant,20273.0,13899.0,15506.0,12480.0,13250.0,11062.0,9521.0,11920.0,9543.0,6870.0
150,-5273,-5061,1040,-2420,-2438,-14152,dire,15129.0,20052.0,12173.0,16370.0,12160.0,10600.0,9391.0,11420.0,7658.0,9990.0
151,6210,864,3949,2036,236,13295,radiant,22364.0,15766.0,13812.0,12574.0,14717.0,11287.0,10021.0,8305.0,7931.0,7753.0
152,-472,-3684,2952,3727,4548,7071,radiant,17686.0,18440.0,14355.0,17947.0,15223.0,12579.0,12048.0,8681.0,11386.0,7036.0
153,3140,669,1984,5134,2092,13019,radiant,19664.0,16591.0,15394.0,14305.0,14275.0,12046.0,13561.0,7429.0,9674.0,7790.0
154,5897,3845,5245,2925,-288,17624,radiant,22051.0,16202.0,19047.0,16075.0,17002.0,11791.0,12260.0,9311.0,8567.0,8950.0
155,-4247,3953,4933,2208,998,7845,radiant,14882.0,19292.0,16118.0,12137.0,14474.0,10080.0,9412.0,7240.0,7224.0,6339.0
156,-302,4549,3858,760,580,9445,radiant,19259.0,18638.0,18791.0,12387.0,17803.0,13063.0,8690.0,7496.0,7515.0,6192.0
157,4899,1501,42,-1589,1394,6247,dire,20703.0,15903.0,15426.0,13537.0,14770.0,14576.0,7811.0,9272.0,7343.0,5946.0
158,5077,2840,2937,2090,2369,15313,radiant,23594.0,19208.0,15880.0,13529.0,14930.0,12841.0,9313.0,7377.0,9092.0,6475.0
159,-549,2738,3530,4081,2697,12497,radiant,18055.0,18448.0,16683.0,13932.0,15615.0,12003.0,12469.0,8292.0,9644.0,7171.0
160,588,1569,1539,1600,710,6006,radiant,20190.0,19453.0,18095.0,16200.0,15980.0,14643.0,11754.0,10230.0,8899.0,8116.0
161,-421,-4171,-3227,2397,2587,-2835,radiant,20049.0,22250.0,13391.0,17510.0,11015.0,14447.0,10946.0,8416.0,10434.0,8397.0
162,-2208,3965,4560,756,209,7282,radiant,18413.0,19939.0,17837.0,14138.0,16984.0,12661.0,9310.0,8226.0,8150.0,8044.0
163,1188,5567,754,38,1333,8880,radiant,19556.0,19343.0,19118.0,13871.0,14253.0,14174.0,8874.0,9076.0,7296.0,6284.0
164,-1853,-4652,-4752,-1111,-3782,-16150,dire,16841.0,18008.0,13527.0,18296.0,11923.0,16505.0,9977.0,10367.0,7873.0,11506.0
165,4903,1438,5008,4337,1904,17590,radiant,17795.0,12583.0,13605.0,11803.0,13422.0,8230.0,10052.0,5639.0,7318.0,5338.0
166,-753,585,635,-3954,-2533,-6020,dire,16741.0,18467.0,16169.0,16430.0,11842.0,11613.0,8105.0,13133.0,6535.0,9123.0
167,279,-196,4626,1101,420,6230,radiant,13691.0,14018.0,15554.0,16406.0,15552.0,11235.0,9413.0,8271.0,6169.0,6248.0
168,-4582,-423,2087,-1218,-1896,-6032,radiant,15786.0,20962.0,15646.0,16767.0,14142.0,12352.0,8635.0,10214.0,5980.0,8546.0
169,11948,6637,4994,3195,1730,28504,radiant,25876.0,14569.0,20081.0,13650.0,16892.0,12411.0,10610.0,8041.0,9009.0,7735.0
170,2265,1695,6093,-808,1102,10347,radiant,17250.0,15685.0,16840.0,15338.0,15509.0,9762.0,9590.0,10367.0,8456.0,7320.0
171,1728,578,5288,-128,1985,9451,radiant,20371.0,17649.0,16180.0,15280.0,15826.0,10160.0,10988.0,10969.0,11461.0,9433.0
172,-2392,571,-379,1273,-1077,-2004,radiant,21279.0,23514.0,15313.0,15695.0,12952.0,12765.0,9897.0,8690.0,7236.0,8211.0
173,1393,3415,4494,2197,1639,13138,radiant,18227.0,16284.0,17134.0,14093.0,16677.0,11353.0,12103.0,9418.0,9923.0,8107.0
174,4273,1528,-409,-4159,-818,415,radiant,25739.0,22000.0,17434.0,15848.0,16066.0,16212.0,6159.0,10324.0,5543.0,6251.0
175,-1757,1493,-321,-1524,-1610,-3719,radiant,15204.0,16078.0,16932.0,14303.0,14419.0,14315.0,8655.0,9777.0,7495.0,8894.0
176,3289,602,-3554,1322,1020,2679,dire,24019.0,19748.0,18062.0,18078.0,13175.0,16113.0,11702.0,9371.0,10099.0,8683.0
177,-2387,-958,-2931,1929,3566,-781,radiant,19791.0,22292.0,17948.0,18246.0,14851.0,17388.0,11285.0,8956.0,11271.0,7797.0
178,-4329,956,1965,-825,-1686,-3919,radiant,15637.0,21136.0,13829.0,15217.0,14224.0,12224.0,7438.0,9622.0,7286.0,8999.0
179,-2045,2736,1783,-284,509,2699,radiant,15775.0,17649.0,15972.0,12724.0,15204.0,13415.0,6780.0,7301.0,7635.0,7087.0
