,match_id,rad_pos1,rad_pos2,rad_pos3,rad_pos4,rad_pos5,dire_pos1,dire_pos2,dire_pos3,dire_pos4,dire_pos5,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,minute,winner,rad_pos1_predicted_last_gold,dire_pos1_predicted_last_gold,rad_pos2_predicted_last_gold,dire_pos2_predicted_last_gold,rad_pos3_predicted_last_gold,dire_pos3_predicted_last_gold,rad_pos4_predicted_last_gold,dire_pos4_predicted_last_gold,rad_pos5_predicted_last_gold,dire_pos5_predicted_last_gold
90,7538639606,41,15,23,19,65,109,53,129,74,20,-5919,2426,946,-3707,1630,-4624,35,radiant,22407.0,27461.0,21177.0,18521.0,20744.0,19146.0,10021.0,12886.0,11275.0,9167.0
91,7538821104,76,137,29,114,102,56,98,15,68,112,-2971,-4012,-7372,1192,-1021,-14184,35,dire,17967.0,20792.0,17161.0,21550.0,12151.0,19456.0,11933.0,9399.0,8649.0,9834.0
92,7538889304,98,21,46,53,110,54,23,112,66,20,-716,5094,5685,582,2729,13374,35,radiant,21663.0,21282.0,20158.0,15532.0,19892.0,14348.0,12741.0,12585.0,9667.0,7042.0
93,7539188102,25,65,62,51,20,67,98,106,79,72,1303,-2711,-2775,-2572,-1773,-8528,35,dire,22351.0,22629.0,19378.0,22581.0,13766.0,16942.0,9965.0,12813.0,9796.0,11807.0
94,7539531110,25,15,28,20,100,95,38,106,69,110,-3486,-514,-3051,-1856,-4810,-13717,35,dire,22792.0,26700.0,17317.0,17559.0,14643.0,17698.0,10716.0,12851.0,7665.0,12734.0
95,7539558016,109,69,106,105,20,94,120,28,65,110,307,4356,5217,-1094,-1572,7214,35,radiant,25212.0,26277.0,21367.0,19020.0,19927.0,14963.0,11323.0,11871.0,7762.0,9694.0
96,7540018616,10,120,60,21,102,49,6,96,65,86,-6889,-7252,-5065,-4632,-3079,-26917,35,dire,18462.0,24746.0,18016.0,23225.0,14911.0,19323.0,9953.0,14014.0,8903.0,11570.0
97,7540116814,70,21,96,53,26,41,120,14,119,20,-490,-5647,1595,1540,-643,-3645,35,dire,22383.0,23021.0,17467.0,23161.0,18269.0,15631.0,14250.0,12762.0,10999.0,11604.0
98,7540691210,73,61,23,112,65,53,135,69,26,20,9657,3572,-1594,3661,3092,18388,35,radiant,30340.0,21631.0,22044.0,19891.0,15230.0,17797.0,11435.0,8159.0,10732.0,8363.0
99,7540902013,72,108,106,20,26,23,25,69,83,121,3628,-2822,-1576,-1175,-2365,-4310,35,dire,23963.0,20615.0,14975.0,18551.0,14779.0,15612.0,8470.0,10118.0,7345.0,10152.0
100,7540945015,46,32,129,20,21,10,23,112,58,100,14,2703,111,-198,1808,4438,35,radiant,25350.0,25731.0,19673.0,16958.0,13716.0,13563.0,11644.0,11920.0,11665.0,9986.0
101,7541057003,73,19,129,123,105,10,96,53,106,72,15513,3767,1610,2928,1291,25109,35,radiant,32256.0,17455.0,20194.0,15303.0,17579.0,15038.0,15904.0,13547.0,13740.0,11245.0
102,7541497612,48,120,15,100,26,95,106,20,86,40,8533,7441,6813,3047,1940,27774,35,radiant,25915.0,18636.0,22029.0,15021.0,18989.0,12518.0,11768.0,8723.0,9762.0,8408.0
103,7541527708,48,28,135,110,20,95,69,25,19,31,2180,-4787,-165,870,1279,-623,35,dire,23693.0,21299.0,19099.0,23380.0,18237.0,17528.0,11576.0,11364.0,11612.0,10101.0
104,7541784709,38,21,137,65,83,41,15,96,20,87,1245,2418,-791,1243,-1748,2367,35,dire,19041.0,18007.0,19807.0,18589.0,16740.0,17399.0,11667.0,9488.0,10029.0,11612.0
105,7541933305,10,23,47,45,19,12,74,96,65,20,-903,1477,-2691,-2516,-484,-5117,35,dire,21463.0,23971.0,19002.0,17585.0,13899.0,17532.0,8166.0,11758.0,8758.0,10085.0
106,7544133504,114,14,106,85,86,17,102,69,26,100,-6559,-4668,-6187,5178,4709,-7527,35,dire,18925.0,24845.0,18128.0,22523.0,17711.0,23171.0,15237.0,10736.0,14342.0,10390.0
107,7544499316,10,13,69,40,123,42,20,53,32,21,6567,-1098,5172,-2347,-185,8109,35,dire,24311.0,16829.0,15836.0,17274.0,17866.0,12927.0,11315.0,13957.0,10993.0,11114.0
108,7545474417,13,93,80,62,31,48,21,76,74,26,-3116,2914,1113,-3746,-48,-2883,35,dire,24481.0,28070.0,18509.0,16547.0,17090.0,16480.0,10111.0,14287.0,10344.0,10618.0
